year,region,month,billings_thousand_usd
2002,Europe,November,2525318
2002,Europe,December,2768676
2002,Japan,January,1883626
2002,Japan,February,2057970
2002,Japan,March,2385984
2002,Japan,April,2159778
2002,Japan,May,2434705
2002,Japan,June,2762239
2002,Japan,July,2784579
2002,Japan,August,2716235
2002,Japan,September,2984052
2002,Japan,October,2854822
2002,Japan,November,2703274
2002,Japan,December,2766384
2002,Worldwide,January,9040988
2002,Worldwide,February,9817231
2002,Worldwide,March,13341131
2002,Worldwide,April,10047039
2002,Worldwide,May,10737914
2002,Worldwide,June,13276119
2002,Worldwide,July,11012184
2002,Worldwide,August,11489722
2002,Worldwide,September,14366555
2002,Worldwide,October,11680993
2002,Worldwide,November,12436131
2002,Worldwide,December,13467313
2003,Americas,January,2180055
2003,Americas,February,2257864
2003,Americas,March,2938663
2003,Americas,April,2142606
2003,Americas,May,2501006
2003,Americas,June,2959157
2003,Americas,July,2203971
2003,Americas,August,2667699
2003,Americas,September,3382249
2003,Americas,October,2760664
2003,Americas,November,3022401
2003,Americas,December,3314347
2003,Asia Pacific,January,3931682
2003,Asia Pacific,February,3928697
2003,Asia Pacific,March,5436984
2003,Asia Pacific,April,4236839
2003,Asia Pacific,May,4351842
2003,Asia Pacific,June,5554289
2003,Asia Pacific,July,4657393
2003,Asia Pacific,August,5381795
2003,Asia Pacific,September,6822043
2003,Asia Pacific,October,5710950
2003,Asia Pacific,November,6050194
2003,Asia Pacific,December,6779910
2003,Europe,January,2119735
2003,Europe,February,2468121
2003,Europe,March,2996398
2003,Europe,April,2164981
2003,Europe,May,2237604
2003,Europe,June,2869079
2003,Europe,July,2327962
2003,Europe,August,2434715
2003,Europe,September,3375876
2003,Europe,October,3074324
2003,Europe,November,2993422
2003,Europe,December,3247809
2003,Japan,January,2709136
2003,Japan,February,2684795
2003,Japan,March,3244796
2003,Japan,April,2699072
2003,Japan,May,2999836
2003,Japan,June,3374873
2003,Japan,July,3123182
2003,Japan,August,3138268
2003,Japan,September,3822295
2003,Japan,October,3714630
2003,Japan,November,3621463
2003,Japan,December,3809850
2003,Worldwide,January,10940608
2003,Worldwide,February,11339477
2003,Worldwide,March,14616841
2003,Worldwide,April,11243498
2003,Worldwide,May,12090288
2003,Worldwide,June,14757398
2003,Worldwide,July,12312508
2003,Worldwide,August,13622477
2003,Worldwide,September,17402463
2003,Worldwide,October,15260568
2003,Worldwide,November,15687480
2003,Worldwide,December,17151916
2004,Americas,January,2467532
2004,Americas,February,3012035
2004,Americas,March,3748837
2004,Americas,April,2813374
2004,Americas,May,3030899
2004,Americas,June,4019400
2004,Americas,July,2834985
2004,Americas,August,3398409
2004,Americas,September,4028203
2004,Americas,October,3093517
2004,Americas,November,3228716
2004,Americas,December,3388643
2004,Asia Pacific,January,5361597
2004,Asia Pacific,February,6287404
2004,Asia Pacific,March,7730699
2004,Asia Pacific,April,6689747
2004,Asia Pacific,May,7275021
2004,Asia Pacific,June,8806293
2004,Asia Pacific,July,6856932
2004,Asia Pacific,August,7349988
2004,Asia Pacific,September,9179552
2004,Asia Pacific,October,7212937
2004,Asia Pacific,November,7721612
2004,Asia Pacific,December,8309664
2004,Europe,January,2583657
2004,Europe,February,3053706
2004,Europe,March,3795667
2004,Europe,April,2822133
2004,Europe,May,2941374
2004,Europe,June,3605878
2004,Europe,July,2942475
2004,Europe,August,3105213
2004,Europe,September,3997679
2004,Europe,October,3268991
2004,Europe,November,3541750
2004,Europe,December,3765607
2004,Japan,January,3413020
2004,Japan,February,3443989
2004,Japan,March,3962665
2004,Japan,April,3603145
2004,Japan,May,3599954
2004,Japan,June,4301863
2004,Japan,July,3844112
2004,Japan,August,3781467
2004,Japan,September,4234865
2004,Japan,October,3694039
2004,Japan,November,3902994
2004,Japan,December,3974597
2004,Worldwide,January,13825806
2004,Worldwide,February,15797134
2004,Worldwide,March,19237868
2004,Worldwide,April,15928399
2004,Worldwide,May,16847248
2004,Worldwide,June,20733434
2004,Worldwide,July,16478504
2004,Worldwide,August,17635077
2004,Worldwide,September,21440299
2004,Worldwide,October,17269484
2004,Worldwide,November,18395072
2004,Worldwide,December,19438511
2005,Americas,January,2981900
2005,Americas,February,3056434
2005,Americas,March,3702744
2005,Americas,April,2915431
2005,Americas,May,3007818
2005,Americas,June,3599324
2005,Americas,July,2795789
2005,Americas,August,3330615
2005,Americas,September,4216786
2005,Americas,October,3237951
2005,Americas,November,3724965
2005,Americas,December,4165834
2005,Asia Pacific,January,7489572
2005,Asia Pacific,February,7232398
2005,Asia Pacific,March,9000741
2005,Asia Pacific,April,7437040
2005,Asia Pacific,May,7657779
2005,Asia Pacific,June,9295174
2005,Asia Pacific,July,7859520
2005,Asia Pacific,August,8850313
2005,Asia Pacific,September,10648215
2005,Asia Pacific,October,8435154
2005,Asia Pacific,November,9065932
2005,Asia Pacific,December,10419504
2005,Europe,January,3113776
2005,Europe,February,3258018
2005,Europe,March,3752362
2005,Europe,April,2950200
2005,Europe,May,2877625
2005,Europe,June,3504530
2005,Europe,July,2758605
2005,Europe,August,2970676
2005,Europe,September,4139002
2005,Europe,October,3152284
2005,Europe,November,3302125
2005,Europe,December,3495940
2005,Japan,January,3720700
2005,Japan,February,3675568
2005,Japan,March,4093966
2005,Japan,April,3318904
2005,Japan,May,3439285
2005,Japan,June,3871861
2005,Japan,July,3392737
2005,Japan,August,3534294
2005,Japan,September,4175231
2005,Japan,October,3482735
2005,Japan,November,3639867
2005,Japan,December,3736913
2005,Worldwide,January,17305948
2005,Worldwide,February,17222418
2005,Worldwide,March,20549813
2005,Worldwide,April,16621575
2005,Worldwide,May,16982507
2005,Worldwide,June,20270889
2005,Worldwide,July,16806651
2005,Worldwide,August,18685898
2005,Worldwide,September,23179234
2005,Worldwide,October,18308124
2005,Worldwide,November,19732889
2005,Worldwide,December,21818191
2006,Americas,January,3238899
2006,Americas,February,3749786
2006,Americas,March,4212716
2006,Americas,April,2827869
2006,Americas,May,3533626
2006,Americas,June,4266343
2006,Americas,July,3295264
2006,Americas,August,3913696
2006,Americas,September,4469062
2006,Americas,October,3589107
2006,Americas,November,3850752
2006,Americas,December,3964785
2006,Asia Pacific,January,7829065
2006,Asia Pacific,February,8157558
2006,Asia Pacific,March,10832046
2006,Asia Pacific,April,8068809
2006,Asia Pacific,May,8953939
2006,Asia Pacific,June,10884068
2006,Asia Pacific,July,8415451
2006,Asia Pacific,August,9384896
2006,Asia Pacific,September,12248218
2006,Asia Pacific,October,9376916
2006,Asia Pacific,November,10754375
2006,Asia Pacific,December,11576401
2006,Europe,January,2760051
2006,Europe,February,3072567
2006,Europe,March,3877369
2006,Europe,April,2744920
2006,Europe,May,3028939
2006,Europe,June,3693588
2006,Europe,July,2794976
2006,Europe,August,3135332
2006,Europe,September,4305545
2006,Europe,October,3188311
2006,Europe,November,3557426
2006,Europe,December,3745301
2006,Japan,January,3589231
2006,Japan,February,3611379
2006,Japan,March,4173269
2006,Japan,April,3469510
2006,Japan,May,3710371
2006,Japan,June,4160418
2006,Japan,July,3710054
2006,Japan,August,3887125
2006,Japan,September,4475370
2006,Japan,October,3934976
2006,Japan,November,3886403
2006,Japan,December,3810115
2006,Worldwide,January,17417246
2006,Worldwide,February,18591290
2006,Worldwide,March,23095400
2006,Worldwide,April,17111108
2006,Worldwide,May,19226875
2006,Worldwide,June,23004417
2006,Worldwide,July,18215745
2006,Worldwide,August,20321049
2006,Worldwide,September,25498195
2006,Worldwide,October,20089310
2006,Worldwide,November,22048956
2006,Worldwide,December,23096602
2007,Americas,January,3306741
2007,Americas,February,2968395
2007,Americas,March,3750347
2007,Americas,April,3064006
2007,Americas,May,3216766
2007,Americas,June,3648920
2007,Americas,July,3572380
2007,Americas,August,3528971
2007,Americas,September,4315234
2007,Americas,October,3731363
2007,Americas,November,3429061
2007,Americas,December,3804099
2007,Asia Pacific,January,9139154
2007,Asia Pacific,February,8391316
2007,Asia Pacific,March,11743325
2007,Asia Pacific,April,8805648
2007,Asia Pacific,May,8810187
2007,Asia Pacific,June,11216491
2007,Asia Pacific,July,9604650
2007,Asia Pacific,August,10593623
2007,Asia Pacific,September,12832026
2007,Asia Pacific,October,10150963
2007,Asia Pacific,November,10704182
2007,Asia Pacific,December,11500657
2007,Europe,January,3154813
2007,Europe,February,3121053
2007,Europe,March,3887879
2007,Europe,April,2872733
2007,Europe,May,3034951
2007,Europe,June,3710211
2007,Europe,July,3106570
2007,Europe,August,3313138
2007,Europe,September,4169343
2007,Europe,October,3347538
2007,Europe,November,3526770
2007,Europe,December,3726531
2007,Japan,January,3690640
2007,Japan,February,3551242
2007,Japan,March,4380541
2007,Japan,April,3634430
2007,Japan,May,3732739
2007,Japan,June,4157847
2007,Japan,July,3997890
2007,Japan,August,4147168
2007,Japan,September,4630400
2007,Japan,October,4316276
2007,Japan,November,4210933
2007,Japan,December,4395197
2007,Worldwide,January,19291348
2007,Worldwide,February,18032006
2007,Worldwide,March,23762092
2007,Worldwide,April,18376817
2007,Worldwide,May,18794643
2007,Worldwide,June,22733469
2007,Worldwide,July,20281490
2007,Worldwide,August,21582900
2007,Worldwide,September,25947003
2007,Worldwide,October,21546140
2007,Worldwide,November,21870946
2007,Worldwide,December,23426484
2008,Americas,January,3100604
2008,Americas,February,2877532
2008,Americas,March,3984607
2008,Americas,April,3076190
2008,Americas,May,3070677
2008,Americas,June,4060136
2008,Americas,July,2910958
2008,Americas,August,2990409
2008,Americas,September,3719854
2008,Americas,October,2908989
2008,Americas,November,2609885
2008,Americas,December,2570700
2008,Asia Pacific,January,9256369
2008,Asia Pacific,February,8667192
2008,Asia Pacific,March,12196335
2008,Asia Pacific,April,9081676
2008,Asia Pacific,May,10269700
2008,Asia Pacific,June,13189908
2008,Asia Pacific,July,10557193
2008,Asia Pacific,August,11425022
2008,Asia Pacific,September,14066556
2008,Asia Pacific,October,9413586
2008,Asia Pacific,November,8217419
2008,Asia Pacific,December,7633778
2008,Europe,January,3063307
2008,Europe,February,3132229
2008,Europe,March,3863534
2008,Europe,April,3012964
2008,Europe,May,3105750
2008,Europe,June,3987974
2008,Europe,July,3086103
2008,Europe,August,3266770
2008,Europe,September,4080230
2008,Europe,October,2912918
2008,Europe,November,2516643
2008,Europe,December,2221065
2008,Japan,January,3690441
2008,Japan,February,3822103
2008,Japan,March,5152161
2008,Japan,April,3760884
2008,Japan,May,3804104
2008,Japan,June,4281998
2008,Japan,July,4230796
2008,Japan,August,4145240
2008,Japan,September,4397158
2008,Japan,October,4144357
2008,Japan,November,3615144
2008,Japan,December,3453664
2008,Worldwide,January,19110721
2008,Worldwide,February,18499056
2008,Worldwide,March,25196637
2008,Worldwide,April,18931714
2008,Worldwide,May,20250231
2008,Worldwide,June,25520016
2008,Worldwide,July,20785050
2008,Worldwide,August,21827441
2008,Worldwide,September,26263798
2008,Worldwide,October,19379850
2008,Worldwide,November,16959091
2008,Worldwide,December,15879207
2009,Americas,January,2427384
2009,Americas,February,2331771
2009,Americas,March,2966882
2009,Americas,April,2646156
2009,Americas,May,2757266
2009,Americas,June,3431831
2009,Americas,July,3137376
2009,Americas,August,3301314
2009,Americas,September,4019742
2009,Americas,October,3714890
2009,Americas,November,3924271
2009,Americas,December,3860935
2009,Asia Pacific,January,5918868
2009,Asia Pacific,February,6797439
2009,Asia Pacific,March,9198839
2009,Asia Pacific,April,8891834
2009,Asia Pacific,May,8773281
2009,Asia Pacific,June,10277822
2009,Asia Pacific,July,10184808
2009,Asia Pacific,August,10449917
2009,Asia Pacific,September,13021470
2009,Asia Pacific,October,11707929
2009,Asia Pacific,November,11153337
2009,Asia Pacific,December,13252885
2009,Europe,January,2058728
2009,Europe,February,2043423
2009,Europe,March,2415081
2009,Europe,April,2048610
2009,Europe,May,2115748
2009,Europe,June,2494004
2009,Europe,July,2382320
2009,Europe,August,2364238
2009,Europe,September,3111201
2009,Europe,October,2950902
2009,Europe,November,2997667
2009,Europe,December,2883181
2009,Japan,January,2610058
2009,Japan,February,2269423
2009,Japan,March,2659884
2009,Japan,April,2766939
2009,Japan,May,2863005
2009,Japan,June,3382533
2009,Japan,July,3470460
2009,Japan,August,3267101
2009,Japan,September,4171677
2009,Japan,October,3807165
2009,Japan,November,3551632
2009,Japan,December,3480139
2009,Worldwide,January,13015038
2009,Worldwide,February,13442056
2009,Worldwide,March,17240686
2009,Worldwide,April,16353539
2009,Worldwide,May,16509300
2009,Worldwide,June,19586190
2009,Worldwide,July,19174964
2009,Worldwide,August,19382570
2009,Worldwide,September,24324090
2009,Worldwide,October,22180886
2009,Worldwide,November,21626907
2009,Worldwide,December,23477140
2010,Americas,January,3551756
2010,Americas,February,3677112
2010,Americas,March,4671398
2010,Americas,April,3983738
2010,Americas,May,4482195
2010,Americas,June,5224489
2010,Americas,July,4482542
2010,Americas,August,4749066
2010,Americas,September,5135133
2010,Americas,October,4485400
2010,Americas,November,4494515
2010,Americas,December,4738005
2010,Asia Pacific,January,12171535
2010,Asia Pacific,February,11035895
2010,Asia Pacific,March,14640439
2010,Asia Pacific,April,12955575
2010,Asia Pacific,May,12869510
2010,Asia Pacific,June,14414553
2010,Asia Pacific,July,12971586
2010,Asia Pacific,August,13508303
2010,Asia Pacific,September,15519120
2010,Asia Pacific,October,12585120
2010,Asia Pacific,November,12829391
2010,Asia Pacific,December,14524184
2010,Europe,January,2903466
2010,Europe,February,2827244
2010,Europe,March,3468082
2010,Europe,April,2921673
2010,Europe,May,2983503
2010,Europe,June,3346649
2010,Europe,July,3000910
2010,Europe,August,3009367
2010,Europe,September,3688415
2010,Europe,October,3322437
2010,Europe,November,3245440
2010,Europe,December,3336607
2010,Japan,January,3445584
2010,Japan,February,3466880
2010,Japan,March,3938402
2010,Japan,April,3622303
2010,Japan,May,3567561
2010,Japan,June,4056266
2010,Japan,July,3974414
2010,Japan,August,4054234
2010,Japan,September,4534197
2010,Japan,October,4010288
2010,Japan,November,3932415
2010,Japan,December,3958218
2010,Worldwide,January,22072341
2010,Worldwide,February,21007131
2010,Worldwide,March,26718321
2010,Worldwide,April,23483289
2010,Worldwide,May,23902769
2010,Worldwide,June,27041957
2010,Worldwide,July,24429452
2010,Worldwide,August,25320970
2010,Worldwide,September,28876865
2010,Worldwide,October,24403245
2010,Worldwide,November,24501761
2010,Worldwide,December,26557014
2011,Americas,January,4836916
2011,Americas,February,4262842
2011,Americas,March,5083462
2011,Americas,April,4398007
2011,Americas,May,4403388
2011,Americas,June,5300690
2011,Americas,July,4201157
2011,Americas,August,4235088
2011,Americas,September,5391839
2011,Americas,October,4377263
2011,Americas,November,3986315
2011,Americas,December,4720447
2011,Asia Pacific,January,13521958
2011,Asia Pacific,February,11612881
2011,Asia Pacific,March,15765605
2011,Asia Pacific,April,13094683
2011,Asia Pacific,May,13092604
2011,Asia Pacific,June,14828599
2011,Asia Pacific,July,12961345
2011,Asia Pacific,August,13647523
2011,Asia Pacific,September,16201166
2011,Asia Pacific,October,12670308
2011,Asia Pacific,November,12497128
2011,Asia Pacific,December,14136399
2011,Europe,January,3312201
2011,Europe,February,3089922
2011,Europe,March,3624106
2011,Europe,April,3173005
2011,Europe,May,3070730
2011,Europe,June,3385153
2011,Europe,July,2938273
2011,Europe,August,2881078
2011,Europe,September,3580930
2011,Europe,October,2783543
2011,Europe,November,2714566
2011,Europe,December,2837628
2011,Japan,January,3502052
2011,Japan,February,3336209
2011,Japan,March,3987004
2011,Japan,April,2924444
2011,Japan,May,3107417
2011,Japan,June,3880361
2011,Japan,July,3414402
2011,Japan,August,3639282
2011,Japan,September,4337420
2011,Japan,October,3670125
2011,Japan,November,3446524
2011,Japan,December,3657350
2011,Worldwide,January,25173127
2011,Worldwide,February,22301854
2011,Worldwide,March,28460177
2011,Worldwide,April,23590139
2011,Worldwide,May,23674139
2011,Worldwide,June,27394803
2011,Worldwide,July,23515177
2011,Worldwide,August,24402971
2011,Worldwide,September,29511355
2011,Worldwide,October,23501239
2011,Worldwide,November,22644533
2011,Worldwide,December,25351824
2012,Americas,January,4251913
2012,Americas,February,4253697
2012,Americas,March,4852072
2012,Americas,April,4565408
2012,Americas,May,3995239
2012,Americas,June,4355960
2012,Americas,July,4042116
2012,Americas,August,4125300
2012,Americas,September,5082619
2012,Americas,October,5117070
2012,Americas,November,4856400
2012,Americas,December,4861009
2012,Asia Pacific,January,11261449
2012,Asia Pacific,February,11848252
2012,Asia Pacific,March,14631027
2012,Asia Pacific,April,13446794
2012,Asia Pacific,May,13098689
2012,Asia Pacific,June,14885837
2012,Asia Pacific,July,13221948
2012,Asia Pacific,August,13107343
2012,Asia Pacific,September,15555596
2012,Asia Pacific,October,13751063
2012,Asia Pacific,November,13525470
2012,Asia Pacific,December,14651116
2012,Europe,January,2759232
2012,Europe,February,2572282
2012,Europe,March,3145198
2012,Europe,April,2736920
2012,Europe,May,2631170
2012,Europe,June,3083382
2012,Europe,July,2742960
2012,Europe,August,2474009
2012,Europe,September,3142371
2012,Europe,October,2760286
2012,Europe,November,2508294
2012,Europe,December,2606909
2012,Japan,January,3209526
2012,Japan,February,3269158
2012,Japan,March,3779082
2012,Japan,April,3081824
2012,Japan,May,3228228
2012,Japan,June,3984100
2012,Japan,July,3602545
2012,Japan,August,3332507
2012,Japan,September,4000959
2012,Japan,October,3261881
2012,Japan,November,2971609
2012,Japan,December,3334297
2012,Worldwide,January,21482120
2012,Worldwide,February,21943389
2012,Worldwide,March,26407379
2012,Worldwide,April,23830946
2012,Worldwide,May,22953326
2012,Worldwide,June,26309279
2012,Worldwide,July,23609569
2012,Worldwide,August,23039159
2012,Worldwide,September,27781545
2012,Worldwide,October,24890300
2012,Worldwide,November,23861773
2012,Worldwide,December,25453331
2013,Americas,January,4588684
2013,Americas,February,3964858
2013,Americas,March,4605110
2013,Americas,April,4504559
2013,Americas,May,4695936
2013,Americas,June,5088799
2013,Americas,July,5276950
2013,Americas,August,5203487
2013,Americas,September,6168151
2013,Americas,October,5769260
2013,Americas,November,5686117
2013,Americas,December,5943590
2013,Asia Pacific,January,12992692
2013,Asia Pacific,February,12007921
2013,Asia Pacific,March,15339677
2013,Asia Pacific,April,13789775
2013,Asia Pacific,May,14391376
2013,Asia Pacific,June,15494377
2013,Asia Pacific,July,14299285
2013,Asia Pacific,August,14710256
2013,Asia Pacific,September,16499559
2013,Asia Pacific,October,14443779
2013,Asia Pacific,November,14548986
2013,Asia Pacific,December,15892012
2013,Europe,January,2855280
2013,Europe,February,2612810
2013,Europe,March,3069280
2013,Europe,April,2806498
2013,Europe,May,2638952
2013,Europe,June,3075646
2013,Europe,July,2833259
2013,Europe,August,2829476
2013,Europe,September,3287816
2013,Europe,October,3029350
2013,Europe,November,2915040
2013,Europe,December,2929997
2013,Japan,January,2691754
2013,Japan,February,2518569
2013,Japan,March,3202688
2013,Japan,April,2446457
2013,Japan,May,2585201
2013,Japan,June,3127348
2013,Japan,July,3089942
2013,Japan,August,2921348
2013,Japan,September,3432340
2013,Japan,October,2965895
2013,Japan,November,2821297
2013,Japan,December,2992425
2013,Worldwide,January,23128410
2013,Worldwide,February,21104158
2013,Worldwide,March,26216755
2013,Worldwide,April,23547289
2013,Worldwide,May,24311465
2013,Worldwide,June,26786170
2013,Worldwide,July,25499436
2013,Worldwide,August,25664567
2013,Worldwide,September,29387866
2013,Worldwide,October,26208284
2013,Worldwide,November,25971440
2013,Worldwide,December,27758024
2014,Americas,January,5147459
2014,Americas,February,4863549
2014,Americas,March,5229275
2014,Americas,April,4903629
2014,Americas,May,5012949
2014,Americas,June,5803857
2014,Americas,July,5597133
2014,Americas,August,5926494
2014,Americas,September,6650011
2014,Americas,October,6654691
2014,Americas,November,6282068
2014,Americas,December,7252719
2014,Asia Pacific,January,14161499
2014,Asia Pacific,February,14827733
2014,Asia Pacific,March,16540479
2014,Asia Pacific,April,14931593
2014,Asia Pacific,May,15889112
2014,Asia Pacific,June,17297567
2014,Asia Pacific,July,15942850
2014,Asia Pacific,August,16348810
2014,Asia Pacific,September,18512281
2014,Asia Pacific,October,16302073
2014,Asia Pacific,November,16553730
2014,Asia Pacific,December,16922103
2014,Europe,January,3006428
2014,Europe,February,2938778
2014,Europe,March,3289521
2014,Europe,April,2954300
2014,Europe,May,3106549
2014,Europe,June,3517028
2014,Europe,July,3104611
2014,Europe,August,3029255
2014,Europe,September,3495327
2014,Europe,October,3094637
2014,Europe,November,2983455
2014,Europe,December,2939012
2014,Japan,January,2716687
2014,Japan,February,2712476
2014,Japan,March,3010751
2014,Japan,April,2805809
2014,Japan,May,2815175
2014,Japan,June,3284760
2014,Japan,July,3017027
2014,Japan,August,2909083
2014,Japan,September,3166328
2014,Japan,October,2962455
2014,Japan,November,2664856
2014,Japan,December,2764945
2014,Worldwide,January,25032073
2014,Worldwide,February,25342536
2014,Worldwide,March,28070026
2014,Worldwide,April,25595331
2014,Worldwide,May,26823785
2014,Worldwide,June,29903212
2014,Worldwide,July,27661621
2014,Worldwide,August,28213642
2014,Worldwide,September,31823947
2014,Worldwide,October,29013856
2014,Worldwide,November,28484109
2014,Worldwide,December,29878779
2015,Americas,January,5991437
2015,Americas,February,5446663
2015,Americas,March,5977805
2015,Americas,April,5413064
2015,Americas,May,5475446
2015,Americas,June,5710841
2015,Americas,July,5357005
2015,Americas,August,5734288
2015,Americas,September,6378976
2015,Americas,October,6032594
2015,Americas,November,5785315
2015,Americas,December,5434501
2015,Asia Pacific,January,15935413
2015,Asia Pacific,February,15381536
2015,Asia Pacific,March,17870302
2015,Asia Pacific,April,16296025
2015,Asia Pacific,May,17058439
2015,Asia Pacific,June,17850651
2015,Asia Pacific,July,15748025
2015,Asia Pacific,August,16812683
2015,Asia Pacific,September,18532118
2015,Asia Pacific,October,16622238
2015,Asia Pacific,November,16445700
2015,Asia Pacific,December,16517343
2015,Europe,January,2917262
2015,Europe,February,2776189
2015,Europe,March,3173811
2015,Europe,April,2718242
2015,Europe,May,2728661
2015,Europe,June,3030053
2015,Europe,July,2745077
2015,Europe,August,2647163
2015,Europe,September,3219463
2015,Europe,October,2851929
2015,Europe,November,2732998
2015,Europe,December,2716691
2015,Japan,January,2429145
2015,Japan,February,2469549
2015,Japan,March,2738802
2015,Japan,April,2412424
2015,Japan,May,2465476
2015,Japan,June,2817736
2015,Japan,July,2619438
2015,Japan,August,2577574
2015,Japan,September,2859727
2015,Japan,October,2650865
2015,Japan,November,2528916
2015,Japan,December,2532262
2015,Worldwide,January,27273257
2015,Worldwide,February,26073937
2015,Worldwide,March,29760720
2015,Worldwide,April,26839755
2015,Worldwide,May,27728022
2015,Worldwide,June,29409281
2015,Worldwide,July,26469545
2015,Worldwide,August,27771708
2015,Worldwide,September,30990284
2015,Worldwide,October,28157626
2015,Worldwide,November,27492929
2015,Worldwide,December,27200797
2016,Americas,January,5015519
2016,Americas,February,4645417
2016,Americas,March,5013270
2016,Americas,April,4688167
2016,Americas,May,4672037
2016,Americas,June,5458764
2016,Americas,July,5181088
2016,Americas,August,5655510
2016,Americas,September,6217760
2016,Americas,October,6305529
2016,Americas,November,6232739
2016,Americas,December,6451697
2016,Asia Pacific,January,15890315
2016,Asia Pacific,February,15344756
2016,Asia Pacific,March,16785738
2016,Asia Pacific,April,15468881
2016,Asia Pacific,May,15969043
2016,Asia Pacific,June,17292101
2016,Asia Pacific,July,16916336
2016,Asia Pacific,August,17805793
2016,Asia Pacific,September,19822931
2016,Asia Pacific,October,18366031
2016,Asia Pacific,November,18761053
2016,Asia Pacific,December,19971700
2016,Europe,January,2667477
2016,Europe,February,2601037
2016,Europe,March,2727631
2016,Europe,April,2601618
2016,Europe,May,2550151
2016,Europe,June,2875235
2016,Europe,July,2657225
2016,Europe,August,2603686
2016,Europe,September,3011607
2016,Europe,October,2833175
2016,Europe,November,2807319
2016,Europe,December,2770567
2016,Japan,January,2406899
2016,Japan,February,2479111
2016,Japan,March,2885339
2016,Japan,April,2420213
2016,Japan,May,2353666
2016,Japan,June,2800903
2016,Japan,July,2659002
2016,Japan,August,2741833
2016,Japan,September,3021155
2016,Japan,October,2898299
2016,Japan,November,2782121
2016,Japan,December,2843411
2016,Worldwide,January,25980210
2016,Worldwide,February,25070321
2016,Worldwide,March,27411978
2016,Worldwide,April,25178879
2016,Worldwide,May,25544897
2016,Worldwide,June,28427003
2016,Worldwide,July,27413651
2016,Worldwide,August,28806822
2016,Worldwide,September,32073453
2016,Worldwide,October,30403034
2016,Worldwide,November,30583232
2016,Worldwide,December,32037375
2017,Americas,January,5730781
2017,Americas,February,5807315
2017,Americas,March,6350709
2017,Americas,April,6087358
2017,Americas,May,6360910
2017,Americas,June,7313536
2017,Americas,July,7153867
2017,Americas,August,8184862
2017,Americas,September,8644358
2017,Americas,October,8792787
2017,Americas,November,8860372
2017,Americas,December,9206668
2017,Asia Pacific,January,17910613
2017,Asia Pacific,February,18574419
2017,Asia Pacific,March,20757115
2017,Asia Pacific,April,18685422
2017,Asia Pacific,May,19578155
2017,Asia Pacific,June,21436898
2017,Asia Pacific,July,20326779
2017,Asia Pacific,August,21423174
2017,Asia Pacific,September,22863300
2017,Asia Pacific,October,21676833
2017,Asia Pacific,November,22328251
2017,Asia Pacific,December,23259670
2017,Europe,January,2933730
2017,Europe,February,2746272
2017,Europe,March,3187802
2017,Europe,April,3024800
2017,Europe,May,3104396
2017,Europe,June,3361664
2017,Europe,July,3139210
2017,Europe,August,3166177
2017,Europe,September,3534750
2017,Europe,October,3393270
2017,Europe,November,3346019
2017,Europe,December,3373381
2017,Japan,January,2729733
2017,Japan,February,2679264
2017,Japan,March,3113700
2017,Japan,April,2836939
2017,Japan,May,2897350
2017,Japan,June,3199061
2017,Japan,July,3023297
2017,Japan,August,3155019
2017,Japan,September,3241928
2017,Japan,October,3196618
2017,Japan,November,3190511
2017,Japan,December,3331901
2017,Worldwide,January,29304857
2017,Worldwide,February,29807270
2017,Worldwide,March,33409326
2017,Worldwide,April,30634519
2017,Worldwide,May,31940811
2017,Worldwide,June,35311159
2017,Worldwide,July,33643153
2017,Worldwide,August,35929232
2017,Worldwide,September,38284336
2017,Worldwide,October,37059508
2017,Worldwide,November,37725153
2017,Worldwide,December,39171620
2018,Americas,January,7816739
2018,Americas,February,7735375
2018,Americas,March,8717938
2018,Americas,April,8019027
2018,Americas,May,7996382
2018,Americas,June,9017943
2018,Americas,July,8168704
2018,Americas,August,9296113
2018,Americas,September,11039817
2018,Americas,October,9207248
2018,Americas,November,8501628
2018,Americas,December,7480283
2018,Asia Pacific,January,21495743
2018,Asia Pacific,February,20927966
2018,Asia Pacific,March,24172691
2018,Asia Pacific,April,22439029
2018,Asia Pacific,May,23688146
2018,Asia Pacific,June,25597494
2018,Asia Pacific,July,23176808
2018,Asia Pacific,August,25889302
2018,Asia Pacific,September,26350858
2018,Asia Pacific,October,23418727
2018,Asia Pacific,November,23703721
2018,Asia Pacific,December,22002285
2018,Europe,January,3507239
2018,Europe,February,3443247
2018,Europe,March,3856051
2018,Europe,April,3649273
2018,Europe,May,3583167
2018,Europe,June,3765497
2018,Europe,July,3337214
2018,Europe,August,3507201
2018,Europe,September,3909256
2018,Europe,October,3489972
2018,Europe,November,3534085
2018,Europe,December,3374830
2018,Japan,January,3096407
2018,Japan,February,3109211
2018,Japan,March,3428833
2018,Japan,April,3330515
2018,Japan,May,3288777
2018,Japan,June,3563435
2018,Japan,July,3322525
2018,Japan,August,3335171
2018,Japan,September,3540741
2018,Japan,October,3343938
2018,Japan,November,3285539
2018,Japan,December,3316194
2018,Worldwide,January,35916128
2018,Worldwide,February,35215799
2018,Worldwide,March,40175513
2018,Worldwide,April,37437844
2018,Worldwide,May,38556472
2018,Worldwide,June,41944369
2018,Worldwide,July,38005251
2018,Worldwide,August,42027787
2018,Worldwide,September,44840672
2018,Worldwide,October,39459885
2018,Worldwide,November,39024973
