Year,Week,Region,Fregion,BA_NSA,HBA_NSA,WBA_NSA,CBA_NSA,YY_BA_NSA,YY_HBA_NSA,YY_WBA_NSA,YY_CBA_NSA
2023,46,NE,1,14830,5260,1600,2410,15.86,9.81,11.89,12.62
2023,47,NE,1,11890,4320,1200,1870,14.55,12.21,4.35,5.06
2023,48,NE,1,14040,5360,1450,2110,13.41,16.02,5.07,3.94
2023,49,NE,1,14470,5460,1610,2420,7.74,4.8,5.23,1.26
2023,50,NE,1,13650,5130,1620,2230,4.92,5.56,6.58,2.29
2023,51,NE,1,13730,5210,1520,2460,10.37,10.38,5.56,14.42
2023,52,NE,1,5320,2060,660,920,2.11,4.04,8.2,5.75
2024,1,NE,1,15050,5980,1920,2670,9.93,13.04,17.79,8.54
2024,2,NE,1,20040,7200,2090,3110,5.31,-0.14,-4.57,-4.01
2024,3,NE,1,16600,6110,1640,2560,7.37,7.19,2.5,2.4
2024,4,NE,1,18240,6310,1830,2640,8.7,0.96,1.1,-4.69
2024,5,NE,1,19110,6570,1880,2770,10.02,2.98,1.62,-0.72
2024,6,NE,1,17260,6330,1690,2880,1.29,-2.01,-6.63,-1.71
2024,7,NE,1,15440,5750,1580,2540,-2.53,-4.64,-8.67,-7.64
2024,8,NE,1,15400,5580,1650,2350,-4.29,-4.45,0.61,-8.2
2024,9,NE,1,17200,6440,1790,2720,-2.6,-2.28,-4.79,-5.88
2024,10,NE,1,16730,6220,1770,2720,-5.32,-5.47,-7.33,-5.88
2024,11,NE,1,17240,6260,1810,2770,-6.05,-6.01,-4.74,-1.77
2024,12,NE,1,18300,6420,1730,2770,-2.45,-8.29,-13.5,-9.18
2024,13,NE,1,17360,6140,1710,2620,-6.01,-10.63,-13.2,-10.27
2024,14,NE,1,15800,5850,1710,2480,-7.11,-3.62,-3.39,-2.75
2024,15,NE,1,15340,5550,1680,2310,0.99,0.18,3.07,-0.43
2024,16,NE,1,15190,5520,1650,2260,-5.53,-5.64,-2.37,-6.61
2024,17,NE,1,15390,5690,1690,2470,-11.35,-11.78,-9.14,-12.72
2024,18,NE,1,15330,5650,1580,2490,-11.18,-13.21,-11.24,-15.02
2024,19,NE,1,15550,5850,1600,2680,-4.95,-2.99,-1.23,-3.25
2024,20,NE,1,15470,5800,1590,2650,-4.09,-2.36,-4.22,-1.49
2024,21,NE,1,14880,5430,1520,2450,-8.37,-10.69,-6.75,-9.59
2024,22,NE,1,12910,4590,1270,2060,0.39,-1.08,2.42,3.0
2024,23,NE,1,15010,5560,1530,2560,-4.52,-5.92,1.32,-5.54
2024,24,NE,1,14500,5290,1500,2420,-9.43,-8.79,-3.23,-4.35
2024,25,NE,1,13740,4980,1420,2250,-5.83,-4.23,-0.7,-2.17
2024,26,NE,1,14570,5360,1600,2400,-7.61,-6.62,11.89,-4.0
2024,27,NE,1,11550,4090,1150,1840,-5.41,-7.05,1.77,-1.6
2024,28,NE,1,14350,5180,1480,2180,-9.29,-12.05,-4.52,-16.79
2024,29,NE,1,14250,5130,1500,2240,-10.99,-11.4,0.67,-13.85
2024,30,NE,1,14060,5220,1440,2310,-8.1,-4.4,4.35,-4.94
2024,31,NE,1,14020,5180,1410,2320,-9.55,-4.07,0.0,-4.92
2024,32,NE,1,14420,5390,1490,2390,-8.39,-2.71,-0.67,0.0
2024,33,NE,1,13860,5130,1520,2290,-10.52,-8.06,-6.75,-6.91
2024,34,NE,1,13940,5160,1540,2310,-8.11,-7.53,-0.65,-3.75
2024,35,NE,1,13790,5080,1390,2200,-10.1,-7.8,-17.75,-5.98
2024,36,NE,1,11850,4390,1250,1950,-7.13,-7.97,-15.54,-2.99
2024,37,NE,1,14360,5170,1360,2330,-6.81,-7.84,-20.0,-0.85
2024,38,NE,1,14640,5330,1490,2520,-7.81,-6.0,-15.34,4.13
2024,39,NE,1,14390,5190,1440,2390,-6.74,-7.32,-14.29,-0.83
2024,40,NE,1,13740,4960,1400,2220,-9.43,-9.65,-20.45,-7.11
2024,41,NE,1,13730,4900,1360,2220,-2.28,-1.21,-3.55,2.78
2024,42,NE,1,13320,4720,1310,2060,-16.7,-16.9,-23.84,-16.6
2024,43,NE,1,13450,4920,1340,2240,-12.72,-16.47,-24.72,-15.47
2024,44,NE,1,13750,5060,1480,2270,-4.91,-5.95,-9.2,-6.2
2024,45,NE,1,13490,4960,1410,2260,-5.66,-7.64,-9.62,-5.83
2024,46,NE,1,13500,4960,1560,2170,-8.97,-5.7,-2.5,-9.96
2024,47,NE,1,13830,5200,1650,2310,16.32,20.37,37.5,23.53
2024,48,NE,1,11140,3980,1190,1860,-20.66,-25.75,-17.93,-11.85
2024,49,NE,1,12450,4540,1400,2000,-13.96,-16.85,-13.04,-17.36
2024,50,NE,1,13450,4960,1460,2280,-1.47,-3.31,-9.88,2.24
2024,51,NE,1,13220,4910,1440,2270,-3.71,-5.76,-5.26,-7.72
2024,52,NE,1,9000,3170,950,1440,69.17,53.88,43.94,56.52
2025,1,NE,1,1450,540,170,240,-90.37,-90.97,-91.15,-91.01
2025,2,NE,1,21680,8030,2460,3690,8.18,11.53,17.7,18.65
2025,3,NE,1,20620,7380,2160,3400,24.22,20.79,31.71,32.81
2025,4,NE,1,14670,5420,1510,2410,-19.57,-14.1,-17.49,-8.71
2025,5,NE,1,16520,5990,1760,2550,-13.55,-8.83,-6.38,-7.94
2025,6,NE,1,16030,5810,1640,2540,-7.13,-8.21,-2.96,-11.81
2025,7,NE,1,15440,5390,1460,2380,0.0,-6.26,-7.59,-6.3
2025,8,NE,1,14750,5300,1490,2280,-4.22,-5.02,-9.7,-2.98
2025,9,NE,1,16860,5980,1700,2560,-1.98,-7.14,-5.03,-5.88
2025,10,NE,1,17030,6020,1680,2600,1.79,-3.22,-5.08,-4.41
2025,11,NE,1,18910,6070,1760,2530,9.69,-3.04,-2.76,-8.66
2025,12,NE,1,17760,6170,1700,2640,-2.95,-3.89,-1.73,-4.69
2025,13,NE,1,17830,6130,1690,2640,2.71,-0.16,-1.17,0.76
2025,14,NE,1,16960,6070,1740,2540,7.34,3.76,1.75,2.42
2025,15,NE,1,16710,5890,1640,2470,8.93,6.13,-2.38,6.93
2025,16,NE,1,15250,5230,1500,2080,0.39,-5.25,-9.09,-7.96
2025,17,NE,1,15660,5590,1510,2480,1.75,-1.76,-10.65,0.4
2025,18,NE,1,16250,6070,1650,2630,6.0,7.43,4.43,5.62
2025,19,NE,1,16460,5760,1600,2470,5.85,-1.54,0.0,-7.84
2025,20,NE,1,15480,5840,1570,2520,0.06,0.69,-1.26,-4.91
2025,21,NE,1,15500,5730,1510,2480,4.17,5.52,-0.66,1.22
2025,22,NE,1,13410,4920,1340,2080,3.87,7.19,5.51,0.97
2025,23,NE,1,15530,5560,1490,2250,3.46,0.0,-2.61,-12.11
2025,24,NE,1,15850,5480,1490,2340,9.31,3.59,-0.67,-3.31
2025,25,NE,1,14750,4470,1200,1860,7.35,-10.24,-15.49,-17.33
2025,26,NE,1,16790,5840,1520,2500,15.24,8.96,-5.0,4.17
2025,27,NE,1,14880,5080,1360,2150,28.83,24.21,18.26,16.85
2025,28,NE,1,15000,4450,1190,1770,4.53,-14.09,-19.59,-18.81
2025,29,NE,1,15120,5230,1440,2110,6.11,1.95,-4.0,-5.8
2025,30,NE,1,14990,5260,1450,2200,6.61,0.77,0.69,-4.76
2025,31,NE,1,13270,4470,1180,1840,-5.35,-13.71,-16.31,-20.69
2025,32,NE,1,14460,4500,1170,1880,0.28,-16.51,-21.48,-21.34
2025,33,NE,1,17990,6140,1640,2560,29.8,19.69,7.89,11.79
2025,34,NE,1,11850,4050,970,1720,-14.99,-21.51,-37.01,-25.54
2025,35,NE,1,16120,5320,1270,2260,16.9,4.72,-8.63,2.73
2025,36,NE,1,13360,4280,1020,1800,12.74,-2.51,-18.4,-7.69
2025,37,NE,1,15260,5160,1160,2270,6.27,-0.19,-14.71,-2.58
2025,38,NE,1,16210,5050,1180,2260,10.72,-5.25,-20.81,-10.32
2025,39,NE,1,15450,5030,1220,2240,7.37,-3.08,-15.28,-6.28
2025,40,NE,1,15060,5070,1250,2210,9.61,2.22,-10.71,-0.45
2025,41,NE,1,15000,4980,1130,2150,9.25,1.63,-16.91,-3.15
2025,42,NE,1,13460,4340,1060,1780,1.05,-8.05,-19.08,-13.59
2025,43,NE,1,14570,4980,1140,2190,8.33,1.22,-14.93,-2.23
2025,44,NE,1,15500,5080,1260,2190,12.73,0.4,-14.86,-3.52
2025,45,NE,1,16110,4960,1140,2150,19.42,0.0,-19.15,-4.87
2025,46,NE,1,17430,5720,1360,2510,29.11,15.32,-12.82,15.67
2025,47,NE,1,13710,4420,1100,1880,-0.87,-15.0,-33.33,-18.61
2025,48,NE,1,12270,4090,1040,1790,10.14,2.76,-12.61,-3.76
2025,49,NE,1,15600,4670,1190,1970,25.3,2.86,-15.0,-1.5
2025,50,NE,1,15210,4930,1280,2130,13.09,-0.6,-12.33,-6.58
2025,51,NE,1,14710,4930,1330,2200,11.27,0.41,-7.64,-3.08
2025,52,NE,1,13430,4500,1280,1960,49.22,41.96,34.74,36.11
2025,53,NE,1,4950,1510,380,630,,,,
2026,1,NE,1,18410,5950,1540,2730,1169.66,1001.85,805.88,1037.5
2026,2,NE,1,21880,6950,1710,3050,0.92,-13.45,-30.49,-17.34
2026,3,NE,1,18590,5760,1340,2380,-9.84,-21.95,-37.96,-30.0
2026,4,NE,1,17720,5600,1350,2340,20.79,3.32,-10.6,-2.9
2026,5,NE,1,18000,5790,1380,2360,8.96,-3.34,-21.59,-7.45
2026,6,NE,1,18230,5640,1340,2330,13.72,-2.93,-18.29,-8.27
2026,7,NE,1,16450,5330,1240,2080,6.54,-1.11,-15.07,-12.61
2026,8,NE,1,17680,5740,1390,2180,19.86,8.3,-6.71,-4.39
2026,9,NE,1,18350,5840,1360,2280,8.84,-2.34,-20.0,-10.94
2026,10,NE,1,19050,5870,1330,2370,11.86,-2.49,-20.83,-8.85
2026,11,NE,1,19520,6130,1460,2360,3.23,0.99,-17.05,-6.72
2026,12,NE,1,19240,6100,1340,2350,8.33,-1.13,-21.18,-10.98
2026,13,NE,1,18390,6110,1330,2410,3.14,-0.33,-21.3,-8.71
2026,14,NE,1,18350,5950,1280,2150,8.2,-1.98,-26.44,-15.35
2026,15,NE,1,17830,5450,1220,1970,6.7,-7.47,-25.61,-20.24
2026,16,NE,1,18450,5890,1210,2310,20.98,12.62,-19.33,11.06
2026,17,NE,1,19180,6280,1390,2530,22.48,12.34,-7.95,2.02
2026,18,NE,1,18710,6170,1330,2520,15.14,1.65,-19.39,-4.18
2026,19,NE,1,18530,5990,1310,2360,12.58,3.99,-18.12,-4.45
2026,20,NE,1,17930,5850,1310,2340,15.83,0.17,-16.56,-7.14
2026,21,NE,1,15630,4730,1020,1900,0.84,-17.45,-32.45,-23.39
2006,1,MW,2,7570,4510,3030,2380,,,,
2006,2,MW,2,6650,4320,2970,2490,,,,
2006,3,MW,2,11420,6830,4520,3510,,,,
2006,4,MW,2,9470,5600,3790,2740,,,,
2006,5,MW,2,11240,6470,4150,3110,,,,
2006,6,MW,2,11220,6420,4120,3000,,,,
2006,7,MW,2,11020,6220,3900,2950,,,,
2006,8,MW,2,10210,5900,3720,2990,,,,
2006,9,MW,2,9420,5250,3350,2620,,,,
2006,10,MW,2,11090,6190,3910,3160,,,,
2006,11,MW,2,11050,6150,3920,3140,,,,
2006,12,MW,2,11510,6530,4080,3480,,,,
2006,13,MW,2,10960,6150,3890,3100,,,,
2006,14,MW,2,11250,6380,3980,3250,,,,
2006,15,MW,2,10910,6020,3770,3160,,,,
2006,16,MW,2,9710,5450,3310,2760,,,,
2006,17,MW,2,9440,5320,3270,2770,,,,
2006,18,MW,2,10150,5880,3720,3060,,,,
2006,19,MW,2,10210,5940,3690,3140,,,,
2006,20,MW,2,9690,5660,3580,2940,,,,
2006,21,MW,2,9850,5660,3480,3120,,,,
2006,22,MW,2,9340,5440,3480,2870,,,,
2006,23,MW,2,6980,4070,2590,2130,,,,
2006,24,MW,2,9680,5530,3500,2910,,,,
2006,25,MW,2,9160,5300,3310,2820,,,,
2006,26,MW,2,8600,4920,3140,2480,,,,
2006,27,MW,2,8870,5020,3130,2650,,,,
2006,28,MW,2,6170,3480,2220,1900,,,,
2006,29,MW,2,8810,4980,3200,2560,,,,
2006,30,MW,2,8600,4860,3030,2550,,,,
2006,31,MW,2,8500,4920,3070,2620,,,,
2006,32,MW,2,8540,4820,3110,2510,,,,
2006,33,MW,2,8280,4700,2850,2490,,,,
2006,34,MW,2,8250,4610,2890,2330,,,,
2006,35,MW,2,8660,4840,3040,2520,,,,
2006,36,MW,2,8850,4840,3050,2520,,,,
2006,37,MW,2,6640,3720,2330,1970,,,,
2006,38,MW,2,8560,4800,2940,2500,,,,
2006,39,MW,2,8350,4660,2890,2430,,,,
2006,40,MW,2,8800,4930,3110,2560,,,,
2006,41,MW,2,8590,4760,2910,2440,,,,
2006,42,MW,2,6460,3710,2310,1970,,,,
2006,43,MW,2,8130,4530,2790,2350,,,,
2006,44,MW,2,8040,4610,2860,2370,,,,
2006,45,MW,2,7810,4490,2840,2440,,,,
2006,46,MW,2,6070,3560,2210,1840,,,,
2006,47,MW,2,8780,5140,3210,2690,,,,
2006,48,MW,2,6090,3480,2160,1790,,,,
2006,49,MW,2,7820,4670,2980,2390,,,,
2006,50,MW,2,7710,4540,2880,2420,,,,
2006,51,MW,2,8380,4870,3170,2530,,,,
2006,52,MW,2,11220,6550,4260,3450,,,,
2007,1,MW,2,8100,4900,3340,2600,7.0,8.65,10.23,9.24
2007,2,MW,2,3290,2090,1440,1100,-50.53,-51.62,-51.52,-55.82
2007,3,MW,2,13500,8180,5350,4200,18.21,19.77,18.36,19.66
2007,4,MW,2,9440,5640,3630,2810,-0.32,0.71,-4.22,2.55
2007,5,MW,2,11330,6540,4060,3200,0.8,1.08,-2.17,2.89
2007,6,MW,2,10790,6150,4000,2840,-3.83,-4.21,-2.91,-5.33
2007,7,MW,2,10050,5760,3650,2760,-8.8,-7.4,-6.41,-6.44
2007,8,MW,2,9270,5220,3340,2550,-9.21,-11.53,-10.22,-14.72
2007,9,MW,2,7770,4290,2650,2060,-17.52,-18.29,-20.9,-21.37
2007,10,MW,2,10530,5770,3630,2830,-5.05,-6.79,-7.16,-10.44
2007,11,MW,2,11890,6630,4100,3340,7.6,7.8,4.59,6.37
2007,12,MW,2,10910,6140,3770,3150,-5.21,-5.97,-7.6,-9.48
2007,13,MW,2,10990,6160,3850,3140,0.27,0.16,-1.03,1.29
2007,14,MW,2,10260,5800,3670,2950,-8.8,-9.09,-7.79,-9.23
2007,15,MW,2,9960,5660,3550,2750,-8.71,-5.98,-5.84,-12.97
2007,16,MW,2,9760,5460,3470,2610,0.51,0.18,4.83,-5.43
2007,17,MW,2,9840,5480,3330,2680,4.24,3.01,1.83,-3.25
2007,18,MW,2,10540,6070,3870,3030,3.84,3.23,4.03,-0.98
2007,19,MW,2,10210,5930,3740,2990,0.0,-0.17,1.36,-4.78
2007,20,MW,2,9480,5360,3340,2720,-2.17,-5.3,-6.7,-7.48
2007,21,MW,2,9060,5250,3240,2730,-8.02,-7.24,-6.9,-12.5
2007,22,MW,2,9200,5440,3480,2770,-1.5,0.0,0.0,-3.48
2007,23,MW,2,7140,4220,2690,2150,2.29,3.69,3.86,0.94
2007,24,MW,2,9360,5380,3370,2730,-3.31,-2.71,-3.71,-6.19
2007,25,MW,2,8390,4830,3040,2510,-8.41,-8.87,-8.16,-10.99
2007,26,MW,2,8870,5030,3220,2600,3.14,2.24,2.55,4.84
2007,27,MW,2,8970,5200,3310,2680,1.13,3.59,5.75,1.13
2007,28,MW,2,6660,3870,2530,2010,7.94,11.21,13.96,5.79
2007,29,MW,2,8280,4680,2940,2350,-6.02,-6.02,-8.12,-8.2
2007,30,MW,2,8760,4960,3160,2500,1.86,2.06,4.29,-1.96
2007,31,MW,2,8530,4810,3040,2350,0.35,-2.24,-0.98,-10.31
2007,32,MW,2,9130,5240,3210,2670,6.91,8.71,3.22,6.37
2007,33,MW,2,8500,4840,3050,2460,2.66,2.98,7.02,-1.2
2007,34,MW,2,8060,4540,2790,2310,-2.3,-1.52,-3.46,-0.86
2007,35,MW,2,8490,4790,2970,2540,-1.96,-1.03,-2.3,0.79
2007,36,MW,2,8890,4980,3040,2560,0.45,2.89,-0.33,1.59
2007,37,MW,2,6070,3260,1960,1660,-8.58,-12.37,-15.88,-15.74
2007,38,MW,2,8970,5000,3060,2530,4.79,4.17,4.08,1.2
2007,39,MW,2,10530,5280,3000,2690,26.11,13.3,3.81,10.7
2007,40,MW,2,9610,4710,2540,2320,9.2,-4.46,-18.33,-9.38
2007,41,MW,2,9520,4700,2610,2370,10.83,-1.26,-10.31,-2.87
2007,42,MW,2,7580,3740,1990,1870,17.34,0.81,-13.85,-5.08
2007,43,MW,2,8930,4310,2280,2140,9.84,-4.86,-18.28,-8.94
2007,44,MW,2,8980,4430,2320,2130,11.69,-3.9,-18.88,-10.13
2007,45,MW,2,8740,4300,2300,2140,11.91,-4.23,-19.01,-12.3
2007,46,MW,2,8670,4240,2180,2050,42.83,19.1,-1.36,11.41
2007,47,MW,2,7620,3790,2020,1880,-13.21,-26.26,-37.07,-30.11
2007,48,MW,2,6140,3060,1620,1520,0.82,-12.07,-25.0,-15.08
2007,49,MW,2,8580,4320,2270,2150,9.72,-7.49,-23.83,-10.04
2007,50,MW,2,8470,4250,2320,2120,9.86,-6.39,-19.44,-12.4
2007,51,MW,2,8590,4410,2350,2180,2.51,-9.45,-25.87,-13.83
2007,52,MW,2,9400,4970,2860,2540,-16.22,-24.12,-32.86,-26.38
2008,1,MW,2,6320,3430,2030,1790,-21.98,-30.0,-39.22,-31.15
2008,2,MW,2,6320,3420,2020,1770,92.1,63.64,40.28,60.91
2008,3,MW,2,11040,5730,3230,2700,-18.22,-29.95,-39.63,-35.71
2008,4,MW,2,11100,5710,2980,2630,17.58,1.24,-17.91,-6.41
2008,5,MW,2,10450,5110,2760,2340,-7.77,-21.87,-32.02,-26.88
2008,6,MW,2,11530,5700,3070,2500,6.86,-7.32,-23.25,-11.97
2008,7,MW,2,10190,4930,2650,2270,1.39,-14.41,-27.4,-17.75
2008,8,MW,2,10060,4770,2560,2190,8.52,-8.62,-23.35,-14.12
2008,9,MW,2,9850,4780,2540,2310,26.77,11.42,-4.15,12.14
2008,10,MW,2,11420,5490,2930,2580,8.45,-4.85,-19.28,-8.83
2008,11,MW,2,11030,5340,2800,2580,-7.23,-19.46,-31.71,-22.75
2008,12,MW,2,11040,5300,2740,2600,1.19,-13.68,-27.32,-17.46
2008,13,MW,2,11060,5320,2780,2590,0.64,-13.64,-27.79,-17.52
2008,14,MW,2,10750,5100,2730,2510,4.78,-12.07,-25.61,-14.92
2008,15,MW,2,11050,5230,2770,2480,10.94,-7.6,-21.97,-9.82
2008,16,MW,2,10620,4980,2500,2280,8.81,-8.79,-27.95,-12.64
2008,17,MW,2,10680,4990,2590,2230,8.54,-8.94,-22.22,-16.79
2008,18,MW,2,10340,5010,2650,2450,-1.9,-17.46,-31.52,-19.14
2008,19,MW,2,10230,5100,2690,2510,0.2,-14.0,-28.07,-16.05
2008,20,MW,2,9880,4830,2530,2390,4.22,-9.89,-24.25,-12.13
2008,21,MW,2,9620,4730,2470,2290,6.18,-9.9,-23.77,-16.12
2008,22,MW,2,9320,4500,2330,2260,1.3,-17.28,-33.05,-18.41
2008,23,MW,2,7900,3890,2070,1930,10.64,-7.82,-23.05,-10.23
2008,24,MW,2,9430,4500,2390,2200,0.75,-16.36,-29.08,-19.41
2008,25,MW,2,8850,4290,2240,2170,5.48,-11.18,-26.32,-13.55
2008,26,MW,2,8570,4270,2250,2180,-3.38,-15.11,-30.12,-16.15
2008,27,MW,2,7410,3590,1930,1730,-17.39,-30.96,-41.69,-35.45
2008,28,MW,2,7270,3540,1900,1790,9.16,-8.53,-24.9,-10.95
2008,29,MW,2,8480,3970,2160,1960,2.42,-15.17,-26.53,-16.6
2008,30,MW,2,8510,4110,2180,1990,-2.85,-17.14,-31.01,-20.4
2008,31,MW,2,8750,4180,2230,2040,2.58,-13.1,-26.64,-13.19
2008,32,MW,2,8750,4210,2190,2000,-4.16,-19.66,-31.78,-25.09
2008,33,MW,2,10070,4550,2470,2000,18.47,-5.99,-19.02,-18.7
2008,34,MW,2,8390,3950,2030,1890,4.09,-13.0,-27.24,-18.18
2008,35,MW,2,8720,4060,2150,1890,2.71,-15.24,-27.61,-25.59
2008,36,MW,2,8870,4080,2130,1940,-0.22,-18.07,-29.93,-24.22
2008,37,MW,2,7300,3360,1820,1590,20.26,3.07,-7.14,-4.22
2008,38,MW,2,9100,4250,2200,1960,1.45,-15.0,-28.1,-22.53
2008,39,MW,2,8500,3980,2020,1880,-19.28,-24.62,-32.67,-30.11
2008,40,MW,2,8700,4070,2120,1940,-9.47,-13.59,-16.54,-16.38
2008,41,MW,2,8760,4140,2120,1940,-7.98,-11.91,-18.77,-18.14
2008,42,MW,2,8290,3790,1970,1780,9.37,1.34,-1.01,-4.81
2008,43,MW,2,7050,3380,1750,1590,-21.05,-21.58,-23.25,-25.7
2008,44,MW,2,8380,3890,1950,1860,-6.68,-12.19,-15.95,-12.68
2008,45,MW,2,8080,3880,2010,1790,-7.55,-9.77,-12.61,-16.36
2008,46,MW,2,7790,3680,1930,1770,-10.15,-13.21,-11.47,-13.66
2008,47,MW,2,7890,3770,1930,1760,3.54,-0.53,-4.46,-6.38
2008,48,MW,2,8370,3910,1980,1810,36.32,27.78,22.22,19.08
2008,49,MW,2,5820,2750,1460,1300,-32.17,-36.34,-35.68,-39.53
2008,50,MW,2,8120,3890,1980,1890,-4.13,-8.47,-14.66,-10.85
2008,51,MW,2,8270,4010,2170,1880,-3.73,-9.07,-7.66,-13.76
2008,52,MW,2,8180,4020,2220,1920,-12.98,-19.11,-22.38,-24.41
2008,53,MW,2,4650,2350,1360,1200,,,,
2009,1,MW,2,6970,3580,1960,1730,10.28,4.37,-3.45,-3.35
2009,2,MW,2,10890,5620,3160,2690,72.31,64.33,56.44,51.98
2009,3,MW,2,10260,4850,2610,2170,-7.07,-15.36,-19.2,-19.63
2009,4,MW,2,9790,4750,2540,2010,-11.8,-16.81,-14.77,-23.57
2009,5,MW,2,10580,5010,2740,2120,1.24,-1.96,-0.72,-9.4
2009,6,MW,2,10280,4690,2430,2060,-10.84,-17.72,-20.85,-17.6
2009,7,MW,2,9790,4410,2300,2040,-3.93,-10.55,-13.21,-10.13
2009,8,MW,2,10000,4410,2330,1990,-0.6,-7.55,-8.98,-9.13
2009,9,MW,2,10400,4800,2540,2210,5.58,0.42,0.0,-4.33
2009,10,MW,2,10710,4950,2640,2290,-6.22,-9.84,-9.9,-11.24
2009,11,MW,2,10700,4880,2470,2290,-2.99,-8.61,-11.79,-11.24
2009,12,MW,2,10470,4780,2490,2270,-5.16,-9.81,-9.12,-12.69
2009,13,MW,2,10660,4950,2610,2240,-3.62,-6.95,-6.12,-13.51
2009,14,MW,2,10430,4910,2560,2280,-2.98,-3.73,-6.23,-9.16
2009,15,MW,2,9880,4560,2280,2140,-10.59,-12.81,-17.69,-13.71
2009,16,MW,2,9690,4320,2230,2000,-8.76,-13.25,-10.8,-12.28
2009,17,MW,2,9910,4760,2510,2250,-7.21,-4.61,-3.09,0.9
2009,18,MW,2,9900,4650,2450,2160,-4.26,-7.19,-7.55,-11.84
2009,19,MW,2,9330,4420,2300,2110,-8.8,-13.33,-14.5,-15.94
2009,20,MW,2,9320,4250,2220,2000,-5.67,-12.01,-12.25,-16.32
2009,21,MW,2,9080,4280,2260,2080,-5.61,-9.51,-8.5,-9.17
2009,22,MW,2,7510,3520,1870,1640,-19.42,-21.78,-19.74,-27.43
2009,23,MW,2,9020,4100,2150,1960,14.18,5.4,3.86,1.55
2009,24,MW,2,8860,4080,2170,1900,-6.04,-9.33,-9.21,-13.64
2009,25,MW,2,8770,4140,2230,1930,-0.9,-3.5,-0.45,-11.06
2009,26,MW,2,8220,3850,2060,1810,-4.08,-9.84,-8.44,-16.97
2009,27,MW,2,7280,3380,1800,1640,-1.75,-5.85,-6.74,-5.2
2009,28,MW,2,8640,3950,2090,1780,18.84,11.58,10.0,-0.56
2009,29,MW,2,8520,3920,2080,1830,0.47,-1.26,-3.7,-6.63
2009,30,MW,2,8370,3830,2060,1740,-1.65,-6.81,-5.5,-12.56
2009,31,MW,2,8400,3920,2120,1750,-4.0,-6.22,-4.93,-14.22
2009,32,MW,2,8230,3730,1970,1730,-5.94,-11.4,-10.05,-13.5
2009,33,MW,2,8270,3760,1940,1730,-17.87,-17.36,-21.46,-13.5
2009,34,MW,2,8360,3760,2000,1750,-0.36,-4.81,-1.48,-7.41
2009,35,MW,2,8740,3950,2050,1810,0.23,-2.71,-4.65,-4.23
2009,36,MW,2,8870,3940,2030,1890,0.0,-3.43,-4.69,-2.58
2009,37,MW,2,6880,3070,1630,1440,-5.75,-8.63,-10.44,-9.43
2009,38,MW,2,8560,3780,1940,1760,-5.93,-11.06,-11.82,-10.2
2009,39,MW,2,8830,3950,2030,1900,3.88,-0.75,0.5,1.06
2009,40,MW,2,8430,3750,1860,1800,-3.1,-7.86,-12.26,-7.22
2009,41,MW,2,8630,3860,1920,1870,-1.48,-6.76,-9.43,-3.61
2009,42,MW,2,7520,3360,1710,1570,-9.29,-11.35,-13.2,-11.8
2009,43,MW,2,8690,3880,1970,1830,23.26,14.79,12.57,15.09
2009,44,MW,2,8660,3930,2010,1780,3.34,1.03,3.08,-4.3
2009,45,MW,2,8490,3790,1870,1790,5.07,-2.32,-6.97,0.0
2009,46,MW,2,7890,3490,1760,1620,1.28,-5.16,-8.81,-8.47
2009,47,MW,2,8450,3770,1940,1720,7.1,0.0,0.52,-2.27
2009,48,MW,2,6210,2800,1430,1320,-25.81,-28.39,-27.78,-27.07
2009,49,MW,2,8200,3760,2000,1770,40.89,36.73,36.99,36.15
2009,50,MW,2,8520,3910,2050,1880,4.93,0.51,3.54,-0.53
2009,51,MW,2,8490,3980,2180,1820,2.66,-0.75,0.46,-3.19
2009,52,MW,2,6220,3080,1670,1500,-23.96,-23.38,-24.77,-21.88
2010,1,MW,2,6000,2900,1700,1380,-13.92,-18.99,-13.27,-20.23
2010,2,MW,2,10120,4990,2740,2300,-7.07,-11.21,-13.29,-14.5
2010,3,MW,2,9870,4500,2330,1960,-3.8,-7.22,-10.73,-9.68
2010,4,MW,2,9730,4440,2350,1890,-0.61,-6.53,-7.48,-5.97
2010,5,MW,2,11340,5200,2750,2110,7.18,3.79,0.36,-0.47
2010,6,MW,2,10760,4910,2560,2020,4.67,4.69,5.35,-1.94
2010,7,MW,2,9660,4230,2240,1830,-1.33,-4.08,-2.61,-10.29
2010,8,MW,2,9480,4180,2180,1810,-5.2,-5.22,-6.44,-9.05
2010,9,MW,2,10680,4750,2350,2180,2.69,-1.04,-7.48,-1.36
2010,10,MW,2,11180,4980,2530,2240,4.39,0.61,-4.17,-2.18
2010,11,MW,2,10990,4880,2520,2220,2.71,0.0,2.02,-3.06
2010,12,MW,2,9580,4470,2240,2170,-8.5,-6.49,-10.04,-4.41
2010,13,MW,2,11140,4960,2470,2300,4.5,0.2,-5.36,2.68
2010,14,MW,2,10070,4580,2400,2050,-3.45,-6.72,-6.25,-10.09
2010,15,MW,2,9660,4310,2140,1900,-2.23,-5.48,-6.14,-11.21
2010,16,MW,2,9710,4260,2110,1850,0.21,-1.39,-5.38,-7.5
2010,17,MW,2,10060,4650,2300,2160,1.51,-2.31,-8.37,-4.0
2010,18,MW,2,10150,4620,2340,2140,2.53,-0.65,-4.49,-0.93
2010,19,MW,2,9590,4320,2170,1980,2.79,-2.26,-5.65,-6.16
