Year,Week,BA_NSA,HBA_NSA,WBA_NSA,CBA_NSA,YY_BA_NSA,YY_HBA_NSA,YY_WBA_NSA,YY_CBA_NSA
2015,24,53670,23540,9520,10680,2.03,0.38,0.0,-1.84
2015,25,54000,23810,9710,10810,4.94,1.06,-0.92,-2.79
2015,26,52820,22930,9490,10350,1.67,-1.63,-1.86,-4.87
2015,27,46090,19760,7930,8780,-7.02,-10.26,-12.28,-15.25
2015,28,51100,21840,8820,9840,24.0,20.6,20.0,15.49
2015,29,51960,22360,8880,10080,7.76,4.63,2.66,2.44
2015,30,54310,23410,9320,10660,7.23,4.93,2.87,5.02
2015,31,51690,22060,9010,10030,3.13,-1.47,-3.43,-2.05
2015,32,52670,22330,8890,10070,6.4,2.34,-1.44,-0.79
2015,33,52240,22080,8770,9880,4.35,1.38,0.69,-3.04
2015,34,52720,22070,8830,9760,3.13,-1.21,-4.44,-5.79
2015,35,53310,22430,9020,10050,4.59,0.31,-1.64,-4.47
2015,36,43020,18090,7200,7950,5.31,1.23,-1.37,-4.56
2015,37,52480,21950,8530,9810,1.71,-1.08,-1.73,-5.76
2015,38,54510,23620,9140,11060,6.46,4.7,1.9,5.84
2015,39,54260,23710,8930,11380,5.54,4.63,-3.25,8.38
2015,40,52990,23350,8950,11150,3.86,3.78,-2.08,7.31
2015,41,47370,20310,7830,9380,-5.94,-7.81,-10.51,-7.95
2015,42,55550,23860,9390,10880,27.15,24.21,21.47,23.08
2015,43,53140,23010,9160,10180,9.05,6.87,6.64,0.59
2015,44,50560,21510,8530,9640,-0.57,-4.74,-5.12,-7.66
2015,45,48780,20790,8270,9440,-0.83,-3.79,-4.06,-6.44
2015,46,50820,21580,8560,9740,15.11,11.35,9.46,7.15
2015,47,37370,16130,6600,7500,-21.28,-23.34,-21.43,-23.0
2015,48,44520,18910,7730,8600,21.61,16.23,18.74,11.98
2015,49,51280,22360,9140,10240,17.99,14.49,13.82,11.79
2015,50,51020,22390,9480,10180,5.33,1.91,1.28,0.1
2015,51,40610,18270,7990,8450,-16.77,-17.85,-17.12,-16.99
2015,52,17190,7740,3500,3710,-51.21,-53.26,-52.45,-55.14
2016,1,75690,34080,15750,15380,2.31,0.41,1.35,-4.17
2016,2,52890,22750,9830,10210,4.46,1.16,1.76,0.59
2016,3,72950,30810,12690,13410,4.48,1.52,-1.17,-1.25
2016,4,64800,27010,11100,11830,-0.58,-4.69,-6.33,-4.75
2016,5,54920,22720,9280,9620,-14.37,-18.33,-17.51,-23.65
2016,6,74300,30700,12210,13650,17.03,13.12,11.81,11.7
2016,7,61840,25440,10310,10810,12.27,7.93,10.62,2.17
2016,8,66960,27600,11130,11570,7.26,2.83,4.31,-3.5
2016,9,66330,27280,10800,11560,5.47,0.7,0.19,-6.62
2016,10,66440,27850,10880,12320,8.4,4.39,4.72,-1.44
2016,11,64280,27220,10710,12070,2.18,-0.87,0.19,-6.51
2016,12,65610,27600,10780,12230,4.09,0.55,-1.28,-1.37
2016,13,60440,25230,10000,10880,-2.91,-5.79,-6.45,-9.33
2016,14,64340,26580,10150,11400,13.63,10.06,7.52,7.34
2016,15,61970,25480,9810,10760,3.77,1.39,3.7,-3.58
2016,16,61780,25720,9930,10990,3.62,-2.54,-6.32,-7.02
2016,17,62350,26500,10580,11420,5.02,0.26,-0.09,-5.39
2016,18,61580,25980,10250,11430,12.43,7.13,7.89,3.07
2016,19,59610,25550,10120,11430,6.16,2.53,0.5,0.88
2016,20,57140,24510,9690,10990,0.94,-1.65,-3.39,-2.92
2016,21,62720,26910,10710,12080,37.66,33.48,31.9,29.61
2016,22,46820,20040,7980,9090,-17.44,-19.32,-20.6,-19.41
2016,23,60370,25820,10100,11420,12.59,10.01,6.2,6.43
2016,24,56780,23890,9610,10450,5.79,1.49,0.95,-2.15
2016,25,54800,23520,9480,10390,1.48,-1.22,-2.37,-3.89
2016,26,34500,14760,5890,6520,-34.68,-35.63,-37.93,-37.0
2016,27,60120,25600,10280,11110,30.44,29.55,29.63,26.54
2016,28,55630,23310,9110,10300,8.86,6.73,3.29,4.67
2016,29,54060,22890,8850,10120,4.04,2.37,-0.34,0.4
2016,30,55460,23310,9170,10040,2.12,-0.43,-1.61,-5.82
2016,31,54870,22460,8810,9720,6.15,1.81,-2.22,-3.09
2016,32,55080,22850,9040,9910,4.58,2.33,1.69,-1.59
2016,33,56480,23260,9040,10080,8.12,5.34,3.08,2.02
2016,34,56380,23510,9180,10120,6.94,6.52,3.96,3.69
2016,35,54580,22450,8810,9730,2.38,0.09,-2.33,-3.18
2016,36,45870,18980,7440,8260,6.62,4.92,3.33,3.9
2016,37,57890,23210,8950,10080,10.31,5.74,4.92,2.75
2016,38,58450,24120,9320,10430,7.23,2.12,1.97,-5.7
2016,39,56920,23460,9350,10270,4.9,-1.05,4.7,-9.75
2016,40,54410,22240,8720,9700,2.68,-4.75,-2.57,-13.0
2016,41,47320,19530,7640,8620,-0.11,-3.84,-2.43,-8.1
2016,42,54120,22330,8690,9760,-2.57,-6.41,-7.45,-10.29
2016,43,53990,22340,8760,9730,1.6,-2.91,-4.37,-4.42
2016,44,51950,21200,8370,9230,2.75,-1.44,-1.88,-4.25
2016,45,52800,21880,8670,9640,8.24,5.24,4.84,2.12
2016,46,51240,20870,8100,9150,0.83,-3.29,-5.37,-6.06
2016,47,41670,16850,6640,7470,11.51,4.46,0.61,-0.4
2016,48,51190,20480,8160,8940,14.98,8.3,5.56,3.95
2016,49,55800,22990,9350,10110,8.81,2.82,2.3,-1.27
2016,50,56490,23600,9810,10530,10.72,5.4,3.48,3.44
2016,51,52800,22180,9680,10020,30.02,21.4,21.15,18.58
2016,52,22680,9530,4090,4520,31.94,23.13,16.86,21.83
2017,1,61580,26720,12100,11590,-18.64,-21.6,-23.17,-24.64
2017,2,71010,29210,12360,12870,34.26,28.4,25.74,26.05
2017,3,62230,25590,10560,10990,-14.69,-16.94,-16.78,-18.05
2017,4,76210,30630,12120,12980,17.61,13.4,9.19,9.72
2017,5,75130,29840,11800,12190,36.8,31.34,27.16,26.72
2017,6,69730,27530,10780,11640,-6.15,-10.33,-11.71,-14.73
2017,7,67280,26750,10540,11270,8.8,5.15,2.23,4.26
2017,8,66650,26280,10330,11100,-0.46,-4.78,-7.19,-4.06
2017,9,73050,29120,11300,12280,10.13,6.74,4.63,6.23
2017,10,72340,28890,11090,12160,8.88,3.73,1.93,-1.3
2017,11,71580,28360,10960,12300,11.36,4.19,2.33,1.91
2017,12,69020,27470,10510,11910,5.2,-0.47,-2.5,-2.62
2017,13,71640,28570,11020,12230,18.53,13.24,10.2,12.41
2017,14,69680,27830,10400,11940,8.3,4.7,2.46,4.74
2017,15,66990,26550,9850,11340,8.1,4.2,0.41,5.39
2017,16,64480,25470,9380,10870,4.37,-0.97,-5.54,-1.09
2017,17,66820,27400,10570,12000,7.17,3.4,-0.09,5.08
2017,18,65780,26660,10140,11660,6.82,2.62,-1.07,2.01
2017,19,65720,26600,10400,11540,10.25,4.11,2.77,0.96
2017,20,64000,25810,10060,11370,12.01,5.3,3.82,3.46
2017,21,64580,26220,10210,11350,2.97,-2.56,-4.67,-6.04
2017,22,50540,20540,8040,8850,7.95,2.5,0.75,-2.64
2017,23,66120,26850,10430,11700,9.52,3.99,3.27,2.45
2017,24,60830,24460,9480,10690,7.13,2.39,-1.35,2.3
2017,25,61040,24830,9800,11060,11.39,5.57,3.38,6.45
2017,26,62400,25260,10050,11010,80.87,71.14,70.63,68.87
2017,27,46890,18240,7040,7900,-22.01,-28.75,-31.52,-28.89
2017,28,61450,24240,9270,10470,10.46,3.99,1.76,1.65
2017,29,61240,24300,9390,10630,13.28,6.16,6.1,5.04
2017,30,60820,24250,9360,10600,9.66,4.03,2.07,5.58
2017,31,59830,23610,9090,10020,9.04,5.12,3.18,3.09
2017,32,60010,23680,9080,9960,8.95,3.63,0.44,0.5
2017,33,63070,25050,9640,10670,11.67,7.7,6.64,5.85
2017,34,58900,23050,8950,9990,4.47,-1.96,-2.51,-1.28
2017,35,59750,23290,9030,10070,9.47,3.74,2.5,3.49
2017,36,47020,18280,6960,7720,2.51,-3.69,-6.45,-6.54
2017,37,56520,21790,8590,9030,-2.37,-6.12,-4.02,-10.42
2017,38,60510,23910,9040,10250,3.52,-0.87,-3.0,-1.73
2017,39,59960,23580,8920,10010,5.34,0.51,-4.6,-2.53
2017,40,54830,21610,8290,9330,0.77,-2.83,-4.93,-3.81
2017,41,53960,21060,7980,9040,14.03,7.83,4.45,4.87
2017,42,60850,23540,8790,10000,12.44,5.42,1.15,2.46
2017,43,62700,24520,9350,10690,16.13,9.76,6.74,9.87
2017,44,59870,23570,8920,10420,15.25,11.18,6.57,12.89
2017,45,60870,23690,9020,10260,15.28,8.27,4.04,6.43
2017,46,56320,21980,8610,9460,9.91,5.32,6.3,3.39
2017,47,44720,17420,6840,7560,7.32,3.38,3.01,1.2
2017,48,54530,20550,8000,8770,6.52,0.34,-1.96,-1.9
2017,49,61770,24200,9770,10490,10.7,5.26,4.49,3.76
2017,50,60900,24130,10040,10390,7.81,2.25,2.34,-1.33
2017,51,59610,23830,9920,10560,12.9,7.44,2.48,5.39
2017,52,11390,4760,1950,2350,-49.78,-50.05,-52.32,-48.01
2018,1,77510,31930,14040,14130,25.87,19.5,16.03,21.92
2018,2,79510,32010,13240,14000,11.97,9.59,7.12,8.78
2018,3,68480,26320,10620,11560,10.04,2.85,0.57,5.19
2018,4,79700,31020,12070,13290,4.58,1.27,-0.41,2.39
2018,5,81420,31150,12100,12990,8.37,4.39,2.54,6.56
2018,6,78060,29620,11370,12530,11.95,7.59,5.47,7.65
2018,7,74610,28330,10880,12190,10.89,5.91,3.23,8.16
2018,8,71950,27210,10310,11480,7.95,3.54,-0.19,3.42
2018,9,79880,29990,11510,12520,9.35,2.99,1.86,1.95
2018,10,78680,29500,11100,12520,8.76,2.11,0.09,2.96
2018,11,80980,30780,11590,13220,13.13,8.53,5.75,7.48
2018,12,78200,29980,11310,12700,13.3,9.14,7.61,6.63
2018,13,77690,29650,11220,12410,8.45,3.78,1.81,1.47
2018,14,72830,27520,10500,11290,4.52,-1.11,0.96,-5.44
2018,15,73950,27800,10090,11370,10.39,4.71,2.44,0.26
2018,16,70480,27080,9780,11220,9.31,6.32,4.26,3.22
2018,17,75580,29440,11130,12370,13.11,7.45,5.3,3.08
2018,18,74670,29380,11170,12380,13.51,10.2,10.16,6.17
2018,19,72570,28430,10690,12090,10.42,6.88,2.79,4.77
2018,20,74650,29130,11000,12540,16.64,12.86,9.34,10.29
2018,21,70070,27510,10580,11900,8.5,4.92,3.62,4.85
2018,22,57630,22670,8790,9500,14.03,10.37,9.33,7.34
2018,23,69610,26920,10310,11470,5.28,0.26,-1.15,-1.97
2018,24,69450,26740,10480,11180,14.17,9.32,10.55,4.58
2018,25,69150,26870,10430,11400,13.29,8.22,6.43,3.07
2018,26,68870,26940,10560,11430,10.37,6.65,5.07,3.81
2018,27,53330,20290,7810,8600,13.73,11.24,10.94,8.86
2018,28,66200,25000,9370,10390,7.73,3.14,1.08,-0.76
2018,29,62900,23680,8820,9710,2.71,-2.55,-6.07,-8.65
2018,30,67720,25730,9580,10810,11.34,6.1,2.35,1.98
2018,31,68340,25990,9900,10990,14.22,10.08,8.91,9.68
2018,32,66280,25120,9310,10480,10.45,6.08,2.53,5.22
2018,33,67210,25210,9540,10540,6.56,0.64,-1.04,-1.22
2018,34,65800,24490,9380,9880,11.71,6.25,4.8,-1.1
2018,35,63220,23270,8940,9190,5.81,-0.09,-1.0,-8.74
2018,36,55960,21080,7900,8740,19.01,15.32,13.51,13.21
2018,37,64310,24820,9290,10110,13.78,13.91,8.15,11.96
2018,38,64490,25200,9500,10430,6.58,5.4,5.09,1.76
2018,39,64810,25790,9730,10700,8.09,9.37,9.08,6.89
2018,40,61850,24610,9260,10270,12.8,13.88,11.7,10.08
2018,41,55990,22040,8260,9190,3.76,4.65,3.51,1.66
2018,42,59720,23580,8850,9760,-1.86,0.17,0.68,-2.4
2018,43,65510,25020,9260,10970,4.48,2.04,-0.96,2.62
2018,44,62660,23360,8760,9800,4.66,-0.89,-1.79,-5.95
2018,45,56850,21930,8310,9210,-6.6,-7.43,-7.87,-10.23
2018,46,56970,21550,8220,9240,1.15,-1.96,-4.53,-2.33
2018,47,49400,18760,7040,8010,10.47,7.69,2.92,5.95
2018,48,58350,21170,8150,8760,7.01,3.02,1.88,-0.11
2018,49,56710,21560,8600,8960,-8.19,-10.91,-11.98,-14.59
2018,50,63290,24070,9650,9930,3.92,-0.25,-3.88,-4.43
2018,51,64300,24420,10270,10250,7.87,2.48,3.53,-2.94
2018,52,30270,11530,5030,4870,165.76,142.23,157.95,107.23
2019,1,48380,19270,8540,8170,-37.58,-39.65,-39.17,-42.18
2019,2,81070,30810,12920,12650,1.96,-3.75,-2.42,-9.64
2019,3,75100,28180,11170,11410,9.67,7.07,5.18,-1.3
2019,4,70650,26020,10350,10300,-11.36,-16.12,-14.25,-22.5
2019,5,80590,29580,11340,11390,-1.02,-5.04,-6.28,-12.32
2019,6,80790,29170,11040,11490,3.5,-1.52,-2.9,-8.3
2019,7,83210,31080,11700,12580,11.53,9.71,7.54,3.2
2019,8,73790,27020,10190,10740,2.56,-0.7,-1.16,-6.45
2019,9,82540,30040,10850,12100,3.33,0.17,-5.73,-3.35
2019,10,77530,27010,9540,10540,-1.46,-8.44,-14.05,-15.81
2019,11,80860,29320,10630,11580,-0.15,-4.74,-8.28,-12.41
2019,12,85430,31410,11390,12880,9.25,4.77,0.71,1.42
2019,13,84950,31820,11960,12660,9.34,7.32,6.6,2.01
2019,14,83760,31720,11840,12390,15.01,15.26,12.76,9.74
2019,15,75470,28780,10330,11420,2.06,3.53,2.38,0.44
2019,16,71270,26790,9680,10550,1.12,-1.07,-1.02,-5.97
2019,17,70080,27170,10370,10730,-7.28,-7.71,-6.83,-13.26
2019,18,75240,29320,10930,11700,0.76,-0.2,-2.15,-5.49
2019,19,71550,27910,10410,11370,-1.41,-1.83,-2.62,-5.96
2019,20,71890,27860,10140,11550,-3.7,-4.36,-7.82,-7.89
2019,21,70030,27730,10270,11020,-0.06,0.8,-2.93,-7.39
2019,22,55910,21940,8260,8870,-2.98,-3.22,-6.03,-6.63
2019,23,69720,27410,10150,11260,0.16,1.82,-1.55,-1.83
2019,24,66610,26010,9530,10400,-4.09,-2.73,-9.06,-6.98
2019,25,67180,26060,9700,10570,-2.85,-3.01,-7.0,-7.28
2019,26,67520,26310,10060,10380,-1.96,-2.34,-4.73,-9.19
2019,27,49980,19410,7290,7540,-6.28,-4.34,-6.66,-12.33
2019,28,63050,23560,8680,9300,-4.76,-5.76,-7.36,-10.49
2019,29,64530,24780,9030,9700,2.59,4.65,2.38,-0.1
2019,30,63490,24210,9000,9450,-6.25,-5.91,-6.05,-12.58
2019,31,64290,24630,9100,9610,-5.93,-5.23,-8.08,-12.56
2019,32,65350,25100,9100,9940,-1.4,-0.08,-2.26,-5.15
2019,33,66360,25230,9160,9890,-1.26,0.08,-3.98,-6.17
2019,34,67780,25720,9310,10040,3.01,5.02,-0.75,1.62
2019,35,63090,24040,8800,9410,-0.21,3.31,-1.57,2.39
2019,36,52570,19850,7400,7790,-6.06,-5.83,-6.33,-10.87
2019,37,64250,24130,8660,9520,-0.09,-2.78,-6.78,-5.84
2019,38,67470,25720,9450,10260,4.62,2.06,-0.53,-1.63
2019,39,66350,25150,8980,10130,2.38,-2.48,-7.71,-5.33
2019,40,65400,24290,8410,9770,5.74,-1.3,-9.18,-4.87
2019,41,63360,23630,8100,9580,13.16,7.21,-1.94,4.24
2019,42,57100,21470,7480,8880,-4.39,-8.95,-15.48,-9.02
2019,43,66430,24870,8600,10080,1.4,-0.6,-7.13,-8.11
2019,44,64170,24150,8600,9740,2.41,3.38,-1.83,-0.61
2019,45,62150,23740,8080,9820,9.32,8.25,-2.77,6.62
2019,46,57090,21300,7590,8550,0.21,-1.16,-7.66,-7.47
2019,47,63440,23980,8440,9870,28.42,27.83,19.89,23.22
2019,48,46830,17860,6410,7490,-19.74,-15.64,-21.35,-14.5
2019,49,55110,20360,7310,8250,-2.82,-5.57,-15.0,-7.92
2019,50,62970,23910,8930,9740,-0.51,-0.66,-7.46,-1.91
2019,51,64910,25040,9340,10430,0.95,2.54,-9.06,1.76
2019,52,42290,16150,6030,6920,39.71,40.07,19.88,42.09
2020,1,31010,12080,5210,4930,-35.9,-37.31,-38.99,-39.66
2020,2,91540,34710,13480,13660,12.91,12.66,4.33,7.98
2020,3,79650,30050,11210,11970,6.06,6.64,0.36,4.91
2020,4,75690,28120,10120,10890,7.13,8.07,-2.22,5.73
2020,5,85520,31660,11480,12360,6.12,7.03,1.23,8.52
2020,6,83810,31550,10850,12550,3.74,8.16,-1.72,9.23
2020,7,82130,30420,10560,12310,-1.3,-2.12,-9.74,-2.15
2020,8,75760,28310,9670,11370,2.67,4.77,-5.1,5.87
2020,9,82570,31040,10720,12300,0.04,3.33,-1.2,1.65
2020,10,84750,31350,10890,12450,9.31,16.07,14.15,18.12
2020,11,79290,29520,10160,11540,-1.94,0.68,-4.42,-0.35
2020,12,65420,24300,8130,10120,-23.42,-22.64,-28.62,-21.43
2020,13,54070,19870,6900,7940,-36.35,-37.55,-42.31,-37.28
2020,14,55650,19460,7020,6920,-33.56,-38.65,-40.71,-44.15
2020,15,59360,19800,7040,6680,-21.35,-31.2,-31.85,-41.51
2020,16,56960,18980,6760,6350,-20.08,-29.15,-30.17,-39.81
2020,17,62920,21180,7580,7180,-10.22,-22.05,-26.9,-33.08
2020,18,67900,23080,8260,8080,-9.76,-21.28,-24.43,-30.94
2020,19,69990,24200,8720,8810,-2.18,-13.29,-16.23,-22.52
2020,20,72790,25170,8950,9040,1.25,-9.66,-11.74,-21.73
2020,21,75840,26050,9370,9230,8.3,-6.06,-8.76,-16.24
2020,22,67800,22590,8100,7880,21.27,2.96,-1.94,-11.16
2020,23,74790,26000,9250,9530,7.27,-5.14,-8.87,-15.36
2020,24,83240,28970,10080,10440,24.97,11.38,5.77,0.38
2020,25,88690,30780,10690,10620,32.02,18.11,10.21,0.47
2020,26,103700,35920,12570,11270,53.58,36.53,24.95,8.57
2020,27,114050,39320,13510,11880,128.19,102.58,85.32,57.56
2020,28,113100,38380,13020,10970,79.38,62.9,50.0,17.96
2020,29,124000,41380,13820,11900,92.16,66.99,53.05,22.68
2020,30,117340,39900,13330,12920,84.82,64.81,48.11,36.72
2020,31,118080,40050,13640,12600,83.67,62.61,49.89,31.11
2020,32,114650,39160,13200,12760,75.44,56.02,45.05,28.37
2020,33,112460,38970,13110,13090,69.47,54.46,43.12,32.36
2020,34,104410,35470,11960,12000,54.04,37.91,28.46,19.52
2020,35,102150,35080,11940,12240,61.91,45.92,35.68,30.07
2020,36,101990,34920,12050,12260,94.01,75.92,62.84,57.38
2020,37,79890,27590,9260,9680,24.34,14.34,6.93,1.68
2020,38,97820,33820,11450,11960,44.98,31.49,21.16,16.57
2020,39,95590,33140,11330,11840,44.07,31.77,26.17,16.88
2020,40,91580,31540,10900,11320,40.03,29.85,29.61,15.86
2020,41,87870,30270,10600,10670,38.68,28.1,30.86,11.38
2020,42,82230,27920,9620,9870,44.01,30.04,28.61,11.15
2020,43,91540,32030,10940,11630,37.8,28.79,27.21,15.38
2020,44,88780,30660,10830,10960,38.35,26.96,25.93,12.53
2020,45,81280,28520,10050,10180,30.78,20.13,24.38,3.67
2020,46,79100,27510,9760,9680,38.55,29.15,28.59,13.22
2020,47,84280,29610,10210,10780,32.85,23.48,20.97,9.22
2020,48,64240,22590,8190,8340,37.18,26.48,27.77,11.35
2020,49,78910,26640,9600,9250,43.19,30.84,31.33,12.12
2020,50,86940,30140,11120,10710,38.07,26.06,24.52,9.96
2020,51,85470,29790,11210,10730,31.67,18.97,20.02,2.88
2020,52,59920,21350,8160,7860,41.69,32.2,35.32,13.58
2021,1,111200,40010,16270,13280,258.59,231.21,212.28,169.37
2021,2,143290,48820,18270,15330,56.53,40.65,35.53,12.23
2021,3,121270,40950,15250,12260,52.25,36.27,36.04,2.42
2021,4,126670,43080,15570,13600,67.35,53.2,53.85,24.89
2021,5,123400,41160,14810,12520,44.29,30.01,29.01,1.29
2021,6,119610,40660,14270,13270,42.72,28.87,31.52,5.74
2021,7,102740,34320,12000,11340,25.09,12.82,13.64,-7.88
2021,8,116070,39470,13890,13010,53.21,39.42,43.64,14.42
2021,9,119940,41180,14050,13740,45.26,32.67,31.06,11.71
2021,10,121760,41590,14400,13650,43.67,32.66,32.23,9.64
2021,11,123900,42060,14460,13790,56.26,42.48,42.32,19.5
2021,12,125920,42610,14570,13710,92.48,75.35,79.21,35.47
2021,13,122140,40980,13920,13030,125.89,106.24,101.74,64.11
2021,14,117300,39680,13290,12290,110.78,103.91,89.32,77.6
2021,15,130300,43890,14680,12970,119.51,121.67,108.52,94.16
2021,16,130330,43780,14740,12630,128.81,130.66,118.05,98.9
2021,17,134880,45240,15000,13460,114.37,113.6,97.89,87.47
2021,18,127450,43160,14410,12600,87.7,87.0,74.46,55.94
2021,19,115800,39780,13160,12160,65.45,64.38,50.92,38.02
2021,20,123210,42740,14260,13060,69.27,69.81,59.33,44.47
2021,21,118080,41450,14660,13190,55.7,59.12,56.46,42.9
2021,22,96160,33560,12000,10580,41.83,48.56,48.15,34.26
2021,23,109320,38220,13120,12710,46.17,47.0,41.84,33.37
2021,24,88620,31210,11000,10490,6.46,7.73,9.13,0.48
2021,25,123150,42990,15210,14200,38.85,39.67,42.28,33.71
2021,26,101070,35380,12420,11710,-2.54,-1.5,-1.19,3.9
2021,27,84270,28830,10120,9210,-26.11,-26.68,-25.09,-22.47
2021,28,101860,35270,12430,11340,-9.94,-8.1,-4.53,3.37
2021,29,99020,34330,11870,11140,-20.15,-17.04,-14.11,-6.39
2021,30,96660,33020,11730,10820,-17.62,-17.24,-12.0,-16.25
2021,31,97090,33040,11680,10850,-17.78,-17.5,-14.37,-13.89
2021,32,95550,32620,11600,10850,-16.66,-16.7,-12.12,-14.97
2021,33,95240,32720,11510,11080,-15.31,-16.04,-12.2,-15.36
2021,34,95810,32790,11360,11010,-8.24,-7.56,-5.02,-8.25
2021,35,95540,32430,11360,10910,-6.47,-7.55,-4.86,-10.87
2021,36,80390,27390,9810,8950,-21.18,-21.56,-18.59,-27.0
2021,37,97050,32590,11290,10800,21.48,18.12,21.92,11.57
2021,38,96480,33330,11690,11150,-1.37,-1.45,2.1,-6.77
2021,39,93420,32280,11270,11120,-2.27,-2.6,-0.53,-6.08
2021,40,92790,32130,11130,11030,1.32,1.87,2.11,-2.56
2021,41,87310,29860,10240,10100,-0.64,-1.35,-3.4,-5.34
2021,42,73640,25510,8720,9000,-10.45,-8.63,-9.36,-8.81
2021,43,113160,39370,13710,13890,23.62,22.92,25.32,19.43
2021,44,88690,30990,10820,10930,-0.1,1.08,-0.09,-0.27
2021,45,74950,26590,9110,9470,-7.79,-6.77,-9.35,-6.97
2021,46,104000,36140,12650,12600,31.48,31.37,29.61,30.17
2021,47,69630,24470,8580,9030,-17.38,-17.36,-15.96,-16.23
2021,48,82210,28430,10190,9910,27.97,25.85,24.42,18.82
2021,49,91210,31260,11400,11130,15.59,17.34,18.75,20.32
2021,50,91180,31670,11620,11140,4.88,5.08,4.5,4.01
2021,51,69750,24250,9070,8870,-18.39,-18.6,-19.09,-17.33
2021,52,42420,14740,5630,5320,-29.21,-30.96,-31.0,-32.32
2022,1,113260,39620,15440,13800,1.85,-0.97,-5.1,3.92
2022,2,112980,38680,13970,13590,-21.15,-20.77,-23.54,-11.35
2022,3,106420,34970,12460,11810,-12.25,-14.6,-18.3,-3.67
2022,4,117480,38340,13550,12530,-7.26,-11.0,-12.97,-7.87
2022,5,112120,37850,13320,12500,-9.14,-8.04,-10.06,-0.16
2022,6,114030,37050,12760,12360,-4.67,-8.88,-10.58,-6.86
2022,7,111640,36580,12530,12380,8.66,6.59,4.42,9.17
2022,8,112620,36400,12230,12130,-2.97,-7.78,-11.95,-6.76
2022,9,118700,37950,12930,12610,-1.03,-7.84,-7.97,-8.22
2022,10,115680,37770,12740,12260,-4.99,-9.18,-11.53,-10.18
2022,11,113980,37700,12790,12410,-8.01,-10.37,-11.55,-10.01
2022,12,110120,36920,12390,12060,-12.55,-13.35,-14.96,-12.04
2022,13,105500,35120,11830,10630,-13.62,-14.3,-15.01,-18.42
2022,14,107250,35860,11940,10920,-8.57,-9.63,-10.16,-11.15
2022,15,108600,35350,11610,10560,-16.65,-19.46,-20.91,-18.58
2022,16,120420,39380,12770,10880,-7.6,-10.05,-13.36,-13.86
2022,17,110370,37920,12450,12020,-18.17,-16.18,-17.0,-10.7
2022,18,105420,36440,12160,12140,-17.29,-15.57,-15.61,-3.65
2022,19,101140,36060,12280,12660,-12.66,-9.35,-6.69,4.11
2022,20,103460,36290,12060,12620,-16.03,-15.09,-15.43,-3.37
2022,21,101180,35630,11790,12110,-14.31,-14.04,-19.58,-8.19
2022,22,84540,29630,10050,10160,-12.08,-11.71,-16.25,-3.97
2022,23,104370,36290,12340,11970,-4.53,-5.05,-5.95,-5.82
2022,24,99790,35310,11760,12070,12.6,13.14,6.91,15.06
2022,25,88520,31240,10390,10440,-28.12,-27.33,-31.69,-26.48
2022,26,96700,34350,11420,11710,-4.32,-2.91,-8.05,0.0
2022,27,76660,26780,9040,9020,-9.03,-7.11,-10.67,-2.06
2022,28,96310,33860,11260,11020,-5.45,-4.0,-9.41,-2.82
2022,29,98050,34510,11330,11450,-0.98,0.52,-4.55,2.78
2022,30,95190,33030,11060,10750,-1.52,0.03,-5.71,-0.65
2022,31,91890,31520,10690,10400,-5.36,-4.6,-8.48,-4.15
2022,32,93570,32330,11010,10610,-2.07,-0.89,-5.09,-2.21
2022,33,93440,32280,10880,10410,-1.89,-1.34,-5.47,-6.05
2022,34,95610,32590,10870,10670,-0.21,-0.61,-4.31,-3.09
2022,35,96330,33100,11030,10950,0.83,2.07,-2.9,0.37
2022,36,80800,27460,9090,8800,0.51,0.26,-7.34,-1.68
2022,37,96800,33540,11020,11110,-0.26,2.92,-2.39,2.87
2022,38,95650,33130,11110,10850,-0.86,-0.6,-4.96,-2.69
2022,39,93570,32660,11060,10800,0.16,1.18,-1.86,-2.88
2022,40,94620,32660,11030,10840,1.97,1.65,-0.9,-1.72
2022,41,89560,31020,10340,10240,2.58,3.88,0.98,1.39
2022,42,92690,32070,10930,10260,25.87,25.72,25.34,14.0
2022,43,92760,32370,11170,10480,-18.03,-17.78,-18.53,-24.55
2022,44,88230,30660,10460,10240,-0.52,-1.06,-3.33,-6.31
2022,45,90390,31490,10750,10450,20.6,18.43,18.0,10.35
2022,46,84230,29160,10250,9300,-19.01,-19.31,-18.97,-26.19
2022,47,65820,22810,7860,7810,-5.47,-6.78,-8.39,-13.51
2022,48,79430,27210,9560,8870,-3.38,-4.29,-6.18,-10.49
2022,49,89660,30790,10570,10040,-1.7,-1.5,-7.28,-9.79
2022,50,88720,30820,11050,9960,-2.7,-2.68,-4.91,-10.59
2022,51,84560,29980,11060,10270,21.23,23.63,21.94,15.78
2022,52,33560,11600,4270,3900,-20.89,-21.3,-24.16,-26.69
2023,1,86900,30240,11280,9890,-23.27,-23.67,-26.94,-28.33
2023,2,129260,44290,15550,14420,14.41,14.5,11.31,6.11
2023,3,103990,35340,11970,11180,-2.28,1.06,-3.93,-5.33
2023,4,122230,41260,13710,12830,4.04,7.62,1.18,2.39
2023,5,123120,41440,13310,12660,9.81,9.48,-0.08,1.28
2023,6,118530,40690,13000,12990,3.95,9.82,1.88,5.1
2023,7,113860,39300,12960,12410,1.99,7.44,3.43,0.24
2023,8,110790,37770,12450,11490,-1.62,3.76,1.8,-5.28
