Year,Week,BA_NSA,HBA_NSA,WBA_NSA,CBA_NSA,YY_BA_NSA,YY_HBA_NSA,YY_WBA_NSA,YY_CBA_NSA
2023,9,124440,42700,14230,12770,4.84,12.52,10.05,1.27
2023,10,123370,42040,13700,12950,6.65,11.31,7.54,5.63
2023,11,128420,43460,14480,13550,12.67,15.28,13.21,9.19
2023,12,123730,42000,13900,12850,12.36,13.76,12.19,6.55
2023,13,119510,40980,13460,12570,13.28,16.69,13.78,18.25
2023,14,112700,38340,12660,11540,5.08,6.92,6.03,5.68
2023,15,112000,37980,12460,11520,3.13,7.44,7.32,9.09
2023,16,116310,39100,12640,11800,-3.41,-0.71,-1.02,8.46
2023,17,117960,40740,13740,12520,6.88,7.44,10.36,4.16
2023,18,115400,39550,12860,12510,9.47,8.53,5.76,3.05
2023,19,108120,36370,11400,11670,6.9,0.86,-7.17,-7.82
2023,20,111090,37440,11910,12040,7.37,3.17,-1.24,-4.6
2023,21,110220,37250,11660,11960,8.93,4.55,-1.1,-1.24
2023,22,89960,29920,9660,9220,6.41,0.98,-3.88,-9.25
2023,23,110260,37330,11640,11500,5.64,2.87,-5.67,-3.93
2023,24,110980,37520,12040,11420,11.21,6.26,2.38,-5.39
2023,25,105890,35150,11150,10490,19.62,12.52,7.31,0.48
2023,26,109610,37210,11720,11230,13.35,8.33,2.63,-4.1
2023,27,84740,28410,8830,8290,10.54,6.09,-2.32,-8.09
2023,28,111690,37600,11480,11300,15.97,11.05,1.95,2.54
2023,29,110950,36620,11130,11400,13.16,6.11,-1.77,-0.44
2023,30,106660,34500,10710,10790,12.05,4.45,-3.16,0.37
2023,31,105280,34200,10520,10520,14.57,8.5,-1.59,1.15
2023,32,105480,34690,11030,11100,12.73,7.3,0.18,4.62
2023,33,104590,34820,11710,11240,11.93,7.87,7.63,7.97
2023,34,103870,34690,11600,10590,8.64,6.44,6.72,-0.75
2023,35,105890,35430,12300,10740,9.92,7.04,11.51,-1.92
2023,36,91510,32100,12620,9000,13.25,16.9,38.83,2.27
2023,37,106950,38160,14430,10850,10.49,13.77,30.94,-2.34
2023,38,106260,36670,13910,10830,11.09,10.69,25.2,-0.18
2023,39,105200,35550,12910,10510,12.43,8.85,16.73,-2.69
2023,40,104400,36210,13190,10430,10.34,10.87,19.58,-3.78
2023,41,96170,32620,12140,9270,7.38,5.16,17.41,-9.47
2023,42,105980,35840,14040,10030,14.34,11.76,28.45,-2.24
2023,43,99930,34830,12530,11020,7.73,7.6,12.18,5.15
2023,44,95510,33430,12400,10130,8.25,9.03,18.55,-1.07
2023,45,95600,32580,11150,10640,5.76,3.46,3.72,1.82
2023,46,95280,32120,11830,9760,13.12,10.15,15.41,4.95
2023,47,75850,24720,8350,8060,15.24,8.37,6.23,3.2
2023,48,87210,28970,9540,9050,9.79,6.47,-0.21,2.03
2023,49,98090,34370,11840,10660,9.4,11.63,12.02,6.18
2023,50,92740,32710,10970,9910,4.53,6.13,-0.72,-0.5
2023,51,92040,31670,10960,10750,8.85,5.64,-0.9,4.67
2023,52,34820,11580,4090,4000,3.75,-0.17,-4.22,2.56
2024,1,96990,33840,12640,10830,11.61,11.9,12.06,9.5
2024,2,125350,42740,14150,12670,-3.02,-3.5,-9.0,-12.14
2024,3,106050,36530,11750,10880,1.98,3.37,-1.84,-2.68
2024,4,120000,40030,13200,12310,-1.82,-2.98,-3.72,-4.05
2024,5,131500,42400,13560,13030,6.81,2.32,1.88,2.92
2024,6,122570,40000,12220,12720,3.41,-1.7,-6.0,-2.08
2024,7,108850,36470,11560,11370,-4.4,-7.2,-10.8,-8.38
2024,8,111400,36970,11790,11410,0.55,-2.12,-5.3,-0.7
2024,9,117380,39570,12510,12230,-5.67,-7.33,-12.09,-4.23
2024,10,115630,38480,12000,12050,-6.27,-8.47,-12.41,-6.95
2024,11,116210,38510,12380,12090,-9.51,-11.39,-14.5,-10.77
2024,12,120700,39160,12390,12420,-2.45,-6.76,-10.86,-3.35
2024,13,119830,38170,12240,12120,0.27,-6.86,-9.06,-3.58
2024,14,109860,35450,11390,10880,-2.52,-7.54,-10.03,-5.72
2024,15,110300,35250,11210,10840,-1.52,-7.19,-10.03,-5.9
2024,16,109960,35570,11380,10900,-5.46,-9.03,-9.97,-7.63
2024,17,115110,36910,12300,11570,-2.42,-9.4,-10.48,-7.59
2024,18,109390,36580,11790,11770,-5.21,-7.51,-8.32,-5.92
2024,19,109020,35970,11530,11930,0.83,-1.1,1.14,2.23
2024,20,102010,34550,11880,11000,-8.17,-7.72,-0.25,-8.64
2024,21,100600,34820,11630,11320,-8.73,-6.52,-0.26,-5.35
2024,22,85780,28940,9930,9450,-4.65,-3.28,2.8,2.49
2024,23,104280,35480,11640,11660,-5.42,-4.96,0.0,1.39
2024,24,103150,34240,11060,11130,-7.06,-8.74,-8.14,-2.54
2024,25,96150,31570,10020,10350,-9.2,-10.18,-10.13,-1.33
2024,26,100960,33050,10760,10940,-7.89,-11.18,-8.19,-2.58
2024,27,78990,25510,8540,8200,-6.79,-10.21,-3.28,-1.09
2024,28,96550,31370,10250,9910,-13.56,-16.57,-10.71,-12.3
2024,29,96270,31920,10400,10220,-13.23,-12.83,-6.56,-10.35
2024,30,94590,32150,10190,10550,-11.32,-6.81,-4.86,-2.22
2024,31,93890,31860,9940,10400,-10.82,-6.84,-5.51,-1.14
2024,32,94470,31850,10110,10110,-10.44,-8.19,-8.34,-8.92
2024,33,97920,32550,10630,10480,-6.38,-6.52,-9.22,-6.76
2024,34,99330,33280,10740,10750,-4.37,-4.06,-7.41,1.51
2024,35,100690,33510,10950,10620,-4.91,-5.42,-10.98,-1.12
2024,36,83870,27450,8890,8660,-8.35,-14.49,-29.56,-3.78
2024,37,97670,32660,10360,10620,-8.68,-14.41,-28.21,-2.12
2024,38,96910,32160,10260,10500,-8.8,-12.3,-26.24,-3.05
2024,39,95020,31440,10060,10520,-9.68,-11.56,-22.08,0.1
2024,40,90840,29720,9560,9810,-12.99,-17.92,-27.52,-5.94
2024,41,91670,29520,9540,9720,-4.68,-9.5,-21.42,4.85
2024,42,93000,29910,9630,9610,-12.25,-16.55,-31.41,-4.19
2024,43,91900,30420,9590,10250,-8.04,-12.66,-23.46,-6.99
2024,44,95220,30320,9770,10110,-0.3,-9.3,-21.21,-0.2
2024,45,93840,29610,9510,9650,-1.84,-9.12,-14.71,-9.3
2024,46,91610,28450,9600,9360,-3.85,-11.43,-18.85,-4.1
2024,47,93570,30060,9820,9840,23.36,21.6,17.6,22.08
2024,48,74720,23440,7960,7810,-14.32,-19.09,-16.56,-13.7
2024,49,81060,26150,9010,8560,-17.36,-23.92,-23.9,-19.7
2024,50,93210,30830,10790,9940,0.51,-5.75,-1.64,0.3
2024,51,91030,30700,10600,10230,-1.1,-3.06,-3.28,-4.84
2024,52,59230,19250,6680,7000,70.1,66.23,63.33,75.0
2025,1,11060,3510,1230,1310,-88.6,-89.63,-90.27,-87.9
2025,2,139820,46620,16810,15330,11.54,9.08,18.8,20.99
2025,3,137180,45750,15330,15320,29.35,25.24,30.47,40.81
2025,4,99930,33370,10870,10810,-16.73,-16.64,-17.65,-12.19
2025,5,112590,37080,12270,11450,-14.38,-12.55,-9.51,-12.13
2025,6,113810,37290,12190,11700,-7.15,-6.78,-0.25,-8.02
2025,7,111750,35980,11540,11320,2.66,-1.34,-0.17,-0.44
2025,8,103700,33880,10760,10650,-6.91,-8.36,-8.74,-6.66
2025,9,114360,37960,11960,11980,-2.57,-4.07,-4.4,-2.04
2025,10,118140,38470,12050,12130,2.17,-0.03,0.42,0.66
2025,11,131020,37790,11940,11820,12.74,-1.87,-3.55,-2.23
2025,12,131530,38660,11910,12150,8.97,-1.28,-3.87,-2.17
2025,13,121170,37780,11520,12090,1.12,-1.02,-5.88,-0.25
2025,14,119670,38290,11720,11690,8.93,8.01,2.9,7.44
2025,15,117920,37160,11290,11410,6.91,5.42,0.71,5.26
2025,16,115660,35870,11120,10790,5.18,0.84,-2.28,-1.01
2025,17,120580,35380,10860,11120,4.75,-4.15,-11.71,-3.89
2025,18,113150,37070,11350,11460,3.44,1.34,-3.73,-2.63
2025,19,116760,35960,11160,11050,7.1,-0.03,-3.21,-7.38
2025,20,108200,35780,10850,11040,6.07,3.56,-8.67,0.36
2025,21,109580,36220,10970,11420,8.93,4.02,-5.67,0.88
2025,22,92330,29960,9200,9320,7.64,3.52,-7.35,-1.38
2025,23,106520,34850,10500,10670,2.15,-1.78,-9.79,-8.49
2025,24,109800,34170,10340,10640,6.45,-0.2,-6.51,-4.4
2025,25,91250,27490,8300,8530,-5.1,-12.92,-17.17,-17.58
2025,26,122210,38700,11560,11910,21.05,17.1,7.43,8.87
2025,27,109430,32600,9770,10300,38.54,27.79,14.4,25.61
2025,28,100560,28080,8590,8240,4.15,-10.49,-16.2,-16.85
2025,29,105650,33560,10510,9830,9.74,5.14,1.06,-3.82
2025,30,105980,33940,10380,10330,12.04,5.57,1.86,-2.09
2025,31,93220,29700,8840,9000,-0.71,-6.78,-11.07,-13.46
2025,32,98930,28840,8610,8750,4.72,-9.45,-14.84,-13.45
2025,33,124280,39060,11770,11730,26.92,20.0,10.72,11.93
2025,34,85930,26860,7290,8270,-13.49,-19.29,-32.12,-23.07
2025,35,121120,34780,9110,10840,20.29,3.79,-16.8,2.07
2025,36,109960,28180,7180,8550,31.11,2.66,-19.24,-1.27
2025,37,105330,32580,8570,10410,7.84,-0.24,-17.28,-1.98
2025,38,120070,31750,8120,9940,23.9,-1.27,-20.86,-5.33
2025,39,111790,31710,8230,9980,17.65,0.86,-18.19,-5.13
2025,40,112660,31380,8290,9970,24.02,5.59,-13.28,1.63
2025,41,104810,31050,8190,9770,14.33,5.18,-14.15,0.51
2025,42,99740,27740,7460,8360,7.25,-7.26,-22.53,-13.01
2025,43,108320,30440,7940,9720,17.87,0.07,-17.21,-5.17
2025,44,115160,30770,8080,9590,20.94,1.48,-17.3,-5.14
2025,45,127510,29900,7930,9460,35.88,0.98,-16.61,-1.97
2025,46,123990,32900,8980,10200,35.35,15.64,-6.46,8.97
2025,47,95250,27320,7440,8520,1.8,-9.12,-24.24,-13.41
2025,48,80900,24370,6780,7690,8.27,3.97,-14.82,-1.54
2025,49,109910,26130,7200,8230,35.59,-0.08,-20.09,-3.86
2025,50,101540,30070,8670,9400,8.94,-2.47,-19.65,-5.43
2025,51,100130,30360,9080,9730,10.0,-1.11,-14.34,-4.89
2025,52,90330,27040,8190,9070,52.51,40.47,22.6,29.57
2025,53,31680,9010,2530,3130,,,,
2026,1,122810,35920,10910,11610,1010.4,923.36,786.99,786.26
2026,2,155020,42530,12110,12890,10.87,-8.77,-27.96,-15.92
2026,3,128620,36540,9920,10740,-6.24,-20.13,-35.29,-29.9
2026,4,141830,38280,10370,11200,41.93,14.71,-4.6,3.61
2026,5,129610,38360,10020,11090,15.12,3.45,-18.34,-3.14
2026,6,128630,38590,10160,11150,13.02,3.49,-16.65,-4.7
2026,7,118030,35920,9570,9850,5.62,-0.17,-17.07,-12.99
2026,8,129840,38850,10070,10880,25.21,14.67,-6.41,2.16
2026,9,133020,39480,10080,11010,16.32,4.0,-15.72,-8.1
2026,10,137910,39550,9980,11220,16.73,2.81,-17.18,-7.5
2026,11,134060,38870,9860,10980,2.32,2.86,-17.42,-7.11
2026,12,130790,38650,9450,10910,-0.56,-0.03,-20.65,-10.21
2026,13,125270,36720,8860,10310,3.38,-2.81,-23.09,-14.72
2026,14,130810,37920,8990,10260,9.31,-0.97,-23.29,-12.23
2026,15,129340,37030,8840,9840,9.68,-0.35,-21.7,-13.76
2026,16,132030,38270,9310,10810,14.15,6.69,-16.28,0.19
2026,17,132870,39180,9510,11170,10.19,10.74,-12.43,0.45
2026,18,131810,38510,9280,11070,16.49,3.88,-18.24,-3.4
2026,19,130580,37140,9140,10570,11.84,3.28,-18.1,-4.34
2026,20,125220,36410,9040,10300,15.73,1.76,-16.68,-6.7
2026,21,112090,30690,7270,8650,2.29,-15.27,-33.73,-24.26
